congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,party,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2,sasc
108,Senate,10808,3,0,MA,100,D,0,1,"KENNEDY, Edward Moore (Ted)",K000105,1932,2009,-0.443,-0.49,-57.23876,0.891,495,20,,-0.442,-0.636,1
108,Senate,14920,3,0,MA,100,D,0,1,"KERRY, John Forbes",K000148,1943,,-0.352,-0.382,-11.64062,0.929,159,3,,-0.41,-0.124,0
108,Senate,15703,25,0,WI,100,D,0,1,"KOHL, Herbert H.",K000305,1935,2023,-0.256,-0.406,-93.11145,0.834,512,40,,-0.295,-0.196,0
108,Senate,15429,61,0,AZ,200,R,0,1,"KYL, Jon Llewellyn",K000352,1942,,0.548,-0.413,-59.9154,0.88997,514,23,,0.608,-0.6,0
108,Senate,49702,45,0,LA,100,D,0,1,"LANDRIEU, Mary L.",L000550,1955,,-0.203,0.444,-118.1681,0.795,514,53,,-0.19,0.547,0
108,Senate,14914,12,0,NJ,100,D,0,1,"LAUTENBERG, Frank Raleigh",L000123,1924,2013,-0.382,-0.579,-64.24478,0.882,513,29,,-0.445,-0.661,0
108,Senate,14307,6,0,VT,100,D,0,1,"LEAHY, Patrick Joseph",L000174,1940,,-0.36,-0.121,-71.40018,0.86888,508,36,,-0.37,-0.139,0
108,Senate,14709,23,0,MI,100,D,0,1,"LEVIN, Carl",L000261,1934,2021,-0.395,-0.116,-63.17198,0.885,519,23,,-0.427,0.114,1
108,Senate,15704,1,0,CT,100,D,0,1,"LIEBERMAN, Joseph I.",L000304,1942,2024,-0.205,-0.312,-71.21856,0.806,331,28,,-0.249,-0.55,1
108,Senate,29305,42,0,AR,100,D,0,1,"LINCOLN, Blanche Lambert",L000035,1960,,-0.166,0.178,-123.47273,0.787,516,45,,-0.189,0.463,0
108,Senate,14031,46,0,MS,200,R,0,1,"LOTT, Chester Trent",L000447,1941,,0.39,0.194,-70.34235,0.87,504,33,,0.453,0.156,0
108,Senate,14506,22,0,IN,200,R,0,1,"LUGAR, Richard Green",L000504,1932,2019,0.304,-0.466,-73.27607,0.866,511,22,,0.301,-0.396,0
108,Senate,15039,61,0,AZ,200,R,0,1,"McCAIN, John Sidney, III",M000303,1936,2018,0.381,-0.626,-212.64497,0.65851,509,86,,0.245,-0.97,1
108,Senate,14921,51,0,KY,200,R,0,1,"McCONNELL, Addison Mitchell (Mitch)",M000355,1942,,0.403,0.023,-35.73153,0.93221,509,13,,0.422,0.115,0
108,Senate,14440,52,0,MD,100,D,0,1,"MIKULSKI, Barbara Ann",M000702,1936,,-0.37,-0.128,-56.03094,0.897,513,23,,-0.36,-0.007,0
108,Senate,49904,44,0,GA,100,D,0,1,"MILLER, Zell Bryan",M001141,1932,2018,0.146,0.105,-108.76228,0.781,439,42,,0.287,0.112,0
108,Senate,40300,81,0,AK,200,R,2,5,"MURKOWSKI, Lisa",M001153,1957,,0.206,-0.304,-83.41989,0.84605,499,34,,0.228,-0.18,0
108,Senate,49308,73,0,WA,100,D,0,1,"MURRAY, Patty",M001111,1950,,-0.354,-0.315,-74.1348,0.86544,513,36,,-0.318,-0.269,0
108,Senate,14651,43,0,FL,100,D,0,1,"NELSON, Clarence William (Bill)",N000032,1942,,-0.193,0.337,-145.28586,0.75253,511,64,,-0.235,0.09,1
108,Senate,40103,35,0,NE,100,D,0,1,"NELSON, Earl Benjamin (Ben)",N000180,1941,,-0.03,0.588,-142.66012,0.753,504,60,,-0.04,0.611,1
108,Senate,14908,53,0,OK,200,R,0,1,"NICKLES, Donald Lee",N000102,1948,,0.52,0.111,-58.79476,0.892,516,31,,0.66,-0.313,0
108,Senate,40301,42,0,AR,100,D,0,1,"PRYOR, Mark",P000590,1963,,-0.199,0.463,-110.13339,0.808,517,42,,-0.232,0.642,1
108,Senate,29142,5,0,RI,100,D,0,1,"REED, John F. (Jack)",R000122,1949,,-0.362,-0.166,-63.70064,0.88387,516,30,,-0.439,-0.355,1
108,Senate,15054,65,0,NV,100,D,0,1,"REID, Harry",R000146,1939,2021,-0.276,0.258,-93.32879,0.829,499,37,,-0.319,0.437,0
108,Senate,14852,32,0,KS,200,R,0,1,"ROBERTS, Charles Patrick (Pat)",R000307,1936,,0.413,-0.09,-56.87862,0.89601,518,25,,0.341,-0.055,1
108,Senate,14922,56,0,WV,100,D,0,1,"ROCKEFELLER, John Davison IV (Jay)",R000361,1937,,-0.326,0.177,-84.41756,0.85,518,42,,-0.349,0.249,0
108,Senate,29141,14,0,PA,200,R,0,1,"SANTORUM, Richard John (Rick)",S000059,1958,,0.338,-0.234,-80.01436,0.855,512,40,,0.462,-0.34,0
108,Senate,13039,52,0,MD,100,D,0,1,"SARBANES, Paul Spyros",S000064,1933,2020,-0.435,-0.221,-41.33243,0.922,509,13,,-0.465,-0.018,0
108,Senate,14858,13,0,NY,100,D,0,1,"SCHUMER, Charles Ellis (Chuck)",S000148,1950,,-0.355,-0.419,-76.3356,0.86322,519,39,,-0.318,-0.333,0
108,Senate,49700,41,0,AL,200,R,0,1,"SESSIONS, Jefferson Beauregard III (Jeff)",S001141,1946,,0.549,0.13,-57.5649,0.89366,512,31,,0.552,-0.133,1
108,Senate,94659,41,0,AL,200,R,0,1,"SHELBY, Richard C.",S000320,1934,,0.446,0.57,-68.44413,0.87464,511,37,,0.386,0.378,0
108,Senate,49705,72,0,OR,200,R,0,1,"SMITH, Gordon Harold",S001142,1952,,0.192,-0.21,-78.37367,0.854,497,28,,0.208,-0.278,0
108,Senate,14661,2,0,ME,200,R,0,1,"SNOWE, Olympia Jean",S000663,1947,,0.091,-0.548,-166.56166,0.725,519,81,,0.067,-0.744,0
108,Senate,14910,14,0,PA,200,R,0,1,"SPECTER, Arlen",S000709,1930,2012,0.068,-0.627,-169.51043,0.713,501,89,,0.112,-0.344,0
108,Senate,29732,23,0,MI,100,D,0,1,"STABENOW, Deborah Ann",S000770,1950,,-0.343,-0.019,-62.11263,0.88721,519,23,,-0.363,-0.063,0
108,Senate,12109,81,0,AK,200,R,0,1,"STEVENS, Theodore Fulton (Ted)",S000888,1923,2010,0.219,-0.5,-85.42846,0.848,518,33,,0.282,-0.127,0
108,Senate,29740,4,0,NH,200,R,0,1,"SUNUNU, John E.",S001078,1964,,0.473,-0.52,-85.45305,0.843,499,38,,0.477,-0.879,0
108,Senate,29369,34,0,MO,200,R,0,1,"TALENT, James Matthes",T000024,1956,,0.364,0.098,-59.97142,0.89,517,21,,0.31,0.01,1
108,Senate,15633,68,0,WY,200,R,0,1,"THOMAS, Craig Lyle",T000162,1933,2007,0.446,-0.128,-52.21253,0.903,513,24,,0.597,0.011,0
108,Senate,49903,24,0,OH,200,R,0,1,"VOINOVICH, George Victor",V000126,1936,2016,0.239,-0.803,-115.76726,0.796,508,54,,0.251,-0.571,0
108,Senate,14712,40,0,VA,200,R,0,1,"WARNER, John William",W000154,1927,2021,0.262,-0.131,-91.8967,0.837,516,33,,0.258,-0.428,1
109,Senate,14871,72,0,OR,100,D,0,1,"WYDEN, Ronald Lee",W000779,1949,,-0.332,-0.486,-93.7517,0.83474,519,45,,-0.289,-0.299,0
109,Senate,14400,82,0,HI,100,D,0,1,"AKAKA, Daniel Kahikina",A000069,1924,2018,-0.419,0.273,-88.29644,0.842,512,37,,-0.434,0.153,1
109,Senate,40304,54,0,TN,200,R,0,1,"ALEXANDER, Lamar",A000360,1940,,0.324,-0.176,-102.79997,0.81809,512,49,,0.376,-0.279,0
109,Senate,29108,62,0,CO,200,R,0,1,"ALLARD, A. Wayne",A000109,1943,,0.572,-0.121,-85.53101,0.848,518,40,,0.556,-0.049,0
109,Senate,29148,40,0,VA,200,R,0,1,"ALLEN, George",A000121,1952,,0.409,-0.053,-103.02924,0.82,519,37,,0.412,0.052,0
109,Senate,14203,64,0,MT,100,D,0,1,"BAUCUS, Max Sieben",B000243,1941,,-0.212,0.017,-184.59813,0.696,509,93,,-0.19,0.268,0
109,Senate,49901,22,0,IN,100,D,0,1,"BAYH, Evan",B001233,1955,,-0.158,-0.142,-161.15047,0.731,515,84,,-0.271,-0.064,1
109,Senate,49307,67,0,UT,200,R,0,1,"BENNETT, Robert",B000382,1933,2016,0.331,-0.11,-90.94489,0.838,513,38,,0.335,-0.086,0
109,Senate,14101,11,0,DE,100,D,0,1,"BIDEN, Joseph Robinette, Jr.",B000444,1942,,-0.314,-0.042,-114.49329,0.789,482,52,,-0.243,-0.304,0
109,Senate,14912,66,0,NM,100,D,0,1,"BINGAMAN, Jesse Francis, Jr. (Jeff)",B000468,1943,,-0.266,0.045,-139.63429,0.759,507,60,,-0.256,-0.12,0
109,Senate,15501,34,0,MO,200,R,0,1,"BOND, Christopher Samuel (Kit)",B000611,1939,,0.31,-0.169,-117.53621,0.797,519,52,,0.386,0.004,0
109,Senate,15011,71,0,CA,100,D,0,1,"BOXER, Barbara",B000711,1940,,-0.45,-0.423,-62.39722,0.882,497,31,,-0.527,-0.122,0
109,Senate,29523,32,0,KS,200,R,0,1,"BROWNBACK, Sam Dale",B000953,1956,,0.439,-0.306,-107.73816,0.81,511,53,,0.407,-0.466,0
109,Senate,15406,51,0,KY,200,R,0,1,"BUNNING, James Paul David",B001066,1931,2017,0.521,-0.049,-75.83014,0.861,507,30,,0.555,0.11,0
109,Senate,15701,64,0,MT,200,R,0,1,"BURNS, Conrad",B001126,1935,2016,0.361,0.222,-98.88247,0.823,508,47,,0.347,0.228,0
109,Senate,29548,47,0,NC,200,R,0,1,"BURR, Richard M.",B001135,1955,,0.435,-0.07,-108.56908,0.80959,514,48,,0.5,-0.105,0
109,Senate,1366,56,0,WV,100,D,0,1,"BYRD, Robert Carlyle",B001210,1917,2010,-0.309,0.729,-150.74467,0.742,506,69,,-0.346,0.938,1
109,Senate,39310,73,0,WA,100,D,0,1,"CANTWELL, Maria E.",C000127,1958,,-0.306,-0.405,-101.01922,0.82126,513,50,,-0.277,-0.404,0
109,Senate,15015,11,0,DE,100,D,0,1,"CARPER, Thomas Richard",C000174,1947,,-0.179,-0.225,-163.76067,0.72896,518,84,,-0.145,-0.251,0
109,Senate,49905,5,0,RI,200,R,0,1,"CHAFEE, Lincoln Davenport",C001040,1953,,0.003,-1,-150.05361,0.745,509,71,,-0.006,-0.948,0
109,Senate,29512,44,0,GA,200,R,0,1,"CHAMBLISS, Saxby",C000286,1943,,0.423,0.205,-71.44862,0.869,508,32,,0.473,0.238,1
109,Senate,40105,13,0,NY,100,D,0,1,"CLINTON, Hillary Rodham",C001041,1947,,-0.367,-0.243,-78.03568,0.858,508,39,,-0.343,-0.208,1
109,Senate,29555,53,0,OK,200,R,0,1,"COBURN, Thomas Allen",C000560,1948,2020,0.782,0.055,-122.38273,0.788,515,53,,0.985,0.17,0
109,Senate,14009,46,0,MS,200,R,0,1,"COCHRAN, William Thad",C000567,1937,2019,0.287,0.051,-99.53568,0.82395,514,46,,0.355,-0.047,0
109,Senate,40302,33,0,MN,200,R,0,1,"COLEMAN, Norm",C001057,1949,,0.185,-0.125,-133.03147,0.765,496,56,,0.171,-0.201,0
109,Senate,49703,2,0,ME,200,R,0,1,"COLLINS, Susan Margaret",C001035,1952,,0.121,-0.505,-165.71403,0.72711,520,75,,0.1,-0.533,1
109,Senate,15502,36,0,ND,100,D,0,1,"CONRAD, Kent",C000705,1948,,-0.296,0.582,-176.66453,0.704,503,72,,-0.245,0.586,0
109,Senate,40305,49,0,TX,200,R,0,1,"CORNYN, John",C001056,1952,,0.47,-0.064,-96.76491,0.8287,515,39,,0.521,0.082,1
109,Senate,40104,12,0,NJ,100,D,1,1,"CORZINE, Jon Stevens",C001042,1947,,-0.446,-0.596,-22.01835,0.891,191,9,,-0.469,-0.584,0
109,Senate,14809,63,0,ID,200,R,0,1,"CRAIG, Larry Edwin",C000858,1945,,0.494,-0.014,-107.66549,0.812,516,45,,0.411,-0.127,0
109,Senate,29345,63,0,ID,200,R,0,1,"CRAPO, Michael Dean",C000880,1951,,0.504,0.293,-82.35221,0.85301,518,34,,0.45,0.175,0
109,Senate,40101,33,0,MN,100,D,0,1,"DAYTON, Mark",D000596,1947,,-0.421,0.209,-82.30925,0.846,493,32,,-0.454,0.321,1
109,Senate,29936,48,0,SC,200,R,0,1,"DeMINT, James W.",D000595,1951,,0.7,-0.102,-69.60777,0.874,515,24,,0.659,-0.079,0
109,Senate,15020,24,0,OH,200,R,0,1,"DeWINE, Michael",D000294,1947,,0.289,-0.418,-266.02137,0.599,519,116,,0.132,-0.432,0
109,Senate,14213,1,0,CT,100,D,0,1,"DODD, Christopher John",D000388,1944,,-0.328,-0.317,-93.61144,0.828,497,49,,-0.33,-0.431,0
109,Senate,40303,47,0,NC,200,R,0,1,"DOLE, Elizabeth Hanford",D000601,1936,,0.363,0.124,-88.22439,0.843,515,37,,0.394,0.148,1
109,Senate,14103,66,0,NM,200,R,0,1,"DOMENICI, Pete Vichi",D000407,1932,2017,0.257,-0.247,-102.87554,0.813,496,44,,0.293,-0.158,0
109,Senate,14812,36,0,ND,100,D,0,1,"DORGAN, Byron Leslie",D000432,1942,,-0.267,0.09,-159.18583,0.731,509,68,,-0.342,0.722,0
109,Senate,15021,21,0,IL,100,D,0,1,"DURBIN, Richard Joseph",D000563,1944,,-0.347,-0.306,-66.39987,0.87881,514,32,,-0.44,-0.264,0
109,Senate,29537,65,0,NV,200,R,0,1,"ENSIGN, John Eric",E000194,1958,,0.508,-0.464,-132.38918,0.773,513,56,,0.528,-0.28,1
109,Senate,49706,68,0,WY,200,R,0,1,"ENZI, Michael B.",E000285,1944,2021,0.545,0.199,-75.55374,0.85844,495,29,,0.541,0.142,0
109,Senate,49309,25,0,WI,100,D,0,1,"FEINGOLD, Russell Dana",F000061,1953,,-0.308,-0.951,-152.64186,0.742,512,80,,-0.381,-0.925,0
109,Senate,49300,71,0,CA,100,D,0,1,"FEINSTEIN, Dianne",F000062,1933,2023,-0.268,-0.184,-100.29863,0.8221,512,50,,-0.293,-0.183,0
109,Senate,49502,54,0,TN,200,R,0,1,"FRIST, William H.",F000439,1952,,0.366,-0.222,-102.35688,0.821,519,31,,0.405,-0.27,0
109,Senate,29566,48,0,SC,200,R,0,1,"GRAHAM, Lindsey O.",G000359,1955,,0.366,-0.277,-139.25471,0.75733,501,68,,0.398,-0.5,1
109,Senate,14226,31,0,IA,200,R,0,1,"GRASSLEY, Charles Ernest",G000386,1933,,0.361,-0.036,-96.88918,0.83,520,45,,0.392,0.006,0
109,Senate,14826,4,0,NH,200,R,0,1,"GREGG, Judd Alan",G000445,1947,,0.429,-0.737,-125.6371,0.783,513,62,,0.462,-0.74,0
109,Senate,49704,35,0,NE,200,R,0,1,"HAGEL, Charles Timothy (Chuck)",H001028,1946,,0.344,-0.498,-108.70715,0.809,513,48,,0.378,-0.578,0
109,Senate,14230,31,0,IA,100,D,0,1,"HARKIN, Thomas Richard (Tom)",H000206,1939,,-0.351,-0.546,-97.42774,0.828,516,41,,-0.476,-0.014,0
109,Senate,14503,67,0,UT,200,R,0,1,"HATCH, Orrin Grant",H000338,1934,2022,0.382,-0.004,-78.12484,0.85693,506,33,,0.357,0.086,0
109,Senate,49306,49,0,TX,200,R,0,1,"HUTCHISON, Kathryn Ann Bailey (Kay)",H001016,1943,,0.356,0.012,-114.68921,0.802,519,50,,0.321,0.017,0
109,Senate,15424,53,0,OK,200,R,0,1,"INHOFE, James Mountain",I000024,1934,2024,0.552,0.045,-107.00421,0.81173,513,47,,0.757,0.633,1
109,Senate,4812,82,0,HI,100,D,0,1,"INOUYE, Daniel Ken",I000025,1924,2012,-0.319,0.062,-118.798,0.775,466,50,,-0.293,-0.024,0
109,Senate,29909,44,0,GA,200,R,0,1,"ISAKSON, Johnny",I000055,1944,2021,0.402,-0.011,-76.34729,0.86172,513,34,,0.486,0.137,0
109,Senate,94240,6,0,VT,328,I,0,1,"JEFFORDS, James Merrill",J000072,1934,2014,-0.277,-0.603,-115.33927,0.792,494,55,,-0.302,-0.602,0
109,Senate,15425,37,0,SD,100,D,0,1,"JOHNSON, Timothy Peter (Tim)",J000177,1946,2024,-0.25,0.143,-135.72823,0.768,515,53,,-0.228,0.248,0
109,Senate,10808,3,0,MA,100,D,0,1,"KENNEDY, Edward Moore (Ted)",K000105,1932,2009,-0.443,-0.49,-51.55244,0.903,508,19,,-0.448,-0.459,1
109,Senate,14920,3,0,MA,100,D,0,1,"KERRY, John Forbes",K000148,1943,,-0.352,-0.382,-73.52364,0.864,504,32,,-0.369,-0.393,0
109,Senate,15703,25,0,WI,100,D,0,1,"KOHL, Herbert H.",K000305,1935,2023,-0.256,-0.406,-113.39116,0.803,517,52,,-0.233,-0.236,0
109,Senate,15429,61,0,AZ,200,R,0,1,"KYL, Jon Llewellyn",K000352,1942,,0.548,-0.413,-98.51422,0.82711,519,44,,0.544,-0.416,0
109,Senate,49702,45,0,LA,100,D,0,1,"LANDRIEU, Mary L.",L000550,1955,,-0.203,0.444,-169.39584,0.716,508,84,,-0.19,0.322,0
109,Senate,14914,12,0,NJ,100,D,0,1,"LAUTENBERG, Frank Raleigh",L000123,1924,2013,-0.382,-0.579,-65.04239,0.881,514,27,,-0.415,-0.459,0
109,Senate,14307,6,0,VT,100,D,0,1,"LEAHY, Patrick Joseph",L000174,1940,,-0.36,-0.121,-82.43011,0.85288,518,44,,-0.395,-0.215,0
109,Senate,14709,23,0,MI,100,D,0,1,"LEVIN, Carl",L000261,1934,2021,-0.395,-0.116,-74.40839,0.866,518,32,,-0.397,-0.068,1
109,Senate,15704,1,0,CT,100,D,0,1,"LIEBERMAN, Joseph I.",L000304,1942,2024,-0.205,-0.312,-119.32978,0.782,486,49,,-0.232,-0.355,1
109,Senate,29305,42,0,AR,100,D,0,1,"LINCOLN, Blanche Lambert",L000035,1960,,-0.166,0.178,-123.08013,0.788,517,45,,-0.218,0.197,0
109,Senate,14031,46,0,MS,200,R,0,1,"LOTT, Chester Trent",L000447,1941,,0.39,0.194,-79.65668,0.847,480,37,,0.422,0.14,0
109,Senate,14506,22,0,IN,200,R,0,1,"LUGAR, Richard Green",L000504,1932,2019,0.304,-0.466,-132.78533,0.773,515,57,,0.259,-0.558,0
109,Senate,40501,43,0,FL,200,R,0,1,"MARTINEZ, Melquiades R. (Mel)",M001162,1946,,0.333,-0.417,-116.57877,0.796,511,51,,0.343,-0.372,0
109,Senate,15039,61,0,AZ,200,R,0,1,"McCAIN, John Sidney, III",M000303,1936,2018,0.381,-0.626,-161.43676,0.71687,485,88,,0.354,-0.935,1
109,Senate,14921,51,0,KY,200,R,0,1,"McCONNELL, Addison Mitchell (Mitch)",M000355,1942,,0.403,0.023,-83.15306,0.85196,519,33,,0.457,-0.168,0
109,Senate,29373,12,0,NJ,100,D,2,2,"MENENDEZ, Robert",M000639,1954,,-0.366,-0.126,-41.97088,0.82115,213,15,,-0.357,-0.398,0
109,Senate,14440,52,0,MD,100,D,0,1,"MIKULSKI, Barbara Ann",M000702,1936,,-0.37,-0.128,-59.42341,0.887,496,22,,-0.391,-0.066,0
109,Senate,40300,81,0,AK,200,R,0,1,"MURKOWSKI, Lisa",M001153,1957,,0.206,-0.304,-105.39261,0.81297,509,34,,0.279,-0.261,0
109,Senate,49308,73,0,WA,100,D,0,1,"MURRAY, Patty",M001111,1950,,-0.354,-0.315,-88.11786,0.84301,516,41,,-0.335,-0.308,0
109,Senate,14651,43,0,FL,100,D,0,1,"NELSON, Clarence William (Bill)",N000032,1942,,-0.193,0.337,-179.19847,0.70755,518,80,,-0.212,0.182,1
109,Senate,40103,35,0,NE,100,D,0,1,"NELSON, Earl Benjamin (Ben)",N000180,1941,,-0.03,0.588,-155.56533,0.741,518,69,,0.014,0.543,1
109,Senate,40502,21,0,IL,100,D,0,1,"OBAMA, Barack",O000167,1961,,-0.343,-0.434,-77.12231,0.861,514,37,,-0.34,-0.337,0
109,Senate,40301,42,0,AR,100,D,0,1,"PRYOR, Mark",P000590,1963,,-0.199,0.463,-125.45724,0.785,519,53,,-0.211,0.366,0
109,Senate,29142,5,0,RI,100,D,0,1,"REED, John F. (Jack)",R000122,1949,,-0.362,-0.166,-71.46863,0.87136,519,32,,-0.385,-0.373,1
109,Senate,15054,65,0,NV,100,D,0,1,"REID, Harry",R000146,1939,2021,-0.276,0.258,-102.29697,0.821,519,40,,-0.334,0.157,0
109,Senate,14852,32,0,KS,200,R,0,1,"ROBERTS, Charles Patrick (Pat)",R000307,1936,,0.413,-0.09,-86.98614,0.84375,512,39,,0.379,0.159,1
109,Senate,14922,56,0,WV,100,D,0,1,"ROCKEFELLER, John Davison IV (Jay)",R000361,1937,,-0.326,0.177,-78.03599,0.829,416,36,,-0.297,0.106,0
109,Senate,40500,62,0,CO,100,D,0,1,"SALAZAR, Kenneth Lee",S001163,1955,,-0.223,0.042,-116.76393,0.795,509,50,,-0.243,0.135,0
109,Senate,29141,14,0,PA,200,R,0,1,"SANTORUM, Richard John (Rick)",S000059,1958,,0.338,-0.234,-110.72166,0.802,501,48,,0.348,-0.1,0
109,Senate,13039,52,0,MD,100,D,0,1,"SARBANES, Paul Spyros",S000064,1933,2020,-0.435,-0.221,-61.44281,0.888,518,26,,-0.398,-0.377,0
109,Senate,14858,13,0,NY,100,D,0,1,"SCHUMER, Charles Ellis (Chuck)",S000148,1950,,-0.355,-0.419,-99.35052,0.82486,516,49,,-0.309,-0.36,0
109,Senate,49700,41,0,AL,200,R,0,1,"SESSIONS, Jefferson Beauregard III (Jeff)",S001141,1946,,0.549,0.13,-77.46735,0.86109,518,34,,0.656,0.19,1
109,Senate,94659,41,0,AL,200,R,0,1,"SHELBY, Richard C.",S000320,1934,,0.446,0.57,-85.54506,0.84613,512,36,,0.408,0.426,0
109,Senate,49705,72,0,OR,200,R,0,1,"SMITH, Gordon Harold",S001142,1952,,0.192,-0.21,-139.70832,0.762,515,62,,0.213,-0.253,0
109,Senate,14661,2,0,ME,200,R,0,1,"SNOWE, Olympia Jean",S000663,1947,,0.091,-0.548,-178.51166,0.706,513,82,,0.063,-0.575,0
109,Senate,14910,14,0,PA,200,R,0,1,"SPECTER, Arlen",S000709,1930,2012,0.068,-0.627,-196.31967,0.679,507,101,,0.102,-0.451,0
109,Senate,29732,23,0,MI,100,D,0,1,"STABENOW, Deborah Ann",S000770,1950,,-0.343,-0.019,-100.85505,0.82215,515,43,,-0.347,0.218,0
109,Senate,12109,81,0,AK,200,R,0,1,"STEVENS, Theodore Fulton (Ted)",S000888,1923,2010,0.219,-0.5,-129.87977,0.776,512,48,,0.298,-0.344,0
109,Senate,29740,4,0,NH,200,R,0,1,"SUNUNU, John E.",S001078,1964,,0.473,-0.52,-151.4689,0.741,506,74,,0.501,-0.809,0
109,Senate,29369,34,0,MO,200,R,0,1,"TALENT, James Matthes",T000024,1956,,0.364,0.098,-150.57302,0.749,520,67,,0.261,0.31,1
109,Senate,15633,68,0,WY,200,R,0,1,"THOMAS, Craig Lyle",T000162,1933,2007,0.446,-0.128,-97.31212,0.823,500,35,,0.534,0.035,0
109,Senate,29754,37,0,SD,200,R,0,1,"THUNE, John",T000250,1961,,0.433,0.225,-105.73388,0.81176,507,48,,0.357,0.198,1
109,Senate,29918,45,0,LA,200,R,0,1,"VITTER, David",V000127,1961,,0.495,0.323,-99.29381,0.822,507,46,,0.544,0.553,0
109,Senate,49903,24,0,OH,200,R,0,1,"VOINOVICH, George Victor",V000126,1936,2016,0.239,-0.803,-181.59691,0.703,516,88,,0.25,-0.672,0
109,Senate,14712,40,0,VA,200,R,0,1,"WARNER, John William",W000154,1927,2021,0.262,-0.131,-135.08386,0.768,513,61,,0.246,-0.309,1
110,Senate,14871,72,0,OR,100,D,0,1,"WYDEN, Ronald Lee",W000779,1949,,-0.332,-0.486,-101.25278,0.82276,519,51,,-0.336,-0.475,0
110,Senate,14400,82,0,HI,100,D,0,1,"AKAKA, Daniel Kahikina",A000069,1924,2018,-0.419,0.273,-63.04187,0.892,549,20,,-0.355,-0.028,1
110,Senate,40304,54,0,TN,200,R,0,1,"ALEXANDER, Lamar",A000360,1940,,0.324,-0.176,-143.67353,0.76177,528,64,,0.339,-0.192,0
110,Senate,29108,62,0,CO,200,R,0,1,"ALLARD, A. Wayne",A000109,1943,,0.572,-0.121,-96.18367,0.834,531,43,,0.563,-0.088,0
110,Senate,40707,68,0,WY,200,R,2,2,"BARRASSO, John A.",B001261,1952,,0.538,0.198,-71.72142,0.82465,372,33,,0.58,0.329,0
110,Senate,14203,64,0,MT,100,D,0,1,"BAUCUS, Max Sieben",B000243,1941,,-0.212,0.017,-113.29573,0.814,549,57,,-0.237,0.52,0
110,Senate,49901,22,0,IN,100,D,0,1,"BAYH, Evan",B001233,1955,,-0.158,-0.142,-211.47833,0.675,538,90,,-0.078,-0.133,1
110,Senate,49307,67,0,UT,200,R,0,1,"BENNETT, Robert",B000382,1933,2016,0.331,-0.11,-159.60927,0.746,544,77,,0.351,-0.31,0
110,Senate,14101,11,0,DE,100,D,0,1,"BIDEN, Joseph Robinette, Jr.",B000444,1942,,-0.314,-0.042,-37.64402,0.906,383,14,,-0.386,-0.163,0
110,Senate,14912,66,0,NM,100,D,0,1,"BINGAMAN, Jesse Francis, Jr. (Jeff)",B000468,1943,,-0.266,0.045,-70.65731,0.878,544,33,,-0.366,0.066,0
110,Senate,15501,34,0,MO,200,R,0,1,"BOND, Christopher Samuel (Kit)",B000611,1939,,0.31,-0.169,-172.26186,0.721,526,79,,0.344,-0.087,0
110,Senate,15011,71,0,CA,100,D,0,1,"BOXER, Barbara",B000711,1940,,-0.45,-0.423,-39.20646,0.927,517,14,,-0.486,-0.325,0
110,Senate,29389,24,0,OH,100,D,0,1,"BROWN, Sherrod",B000944,1952,,-0.425,-0.097,-46.576,0.91751,541,16,,-0.46,-0.101,0
110,Senate,29523,32,0,KS,200,R,0,1,"BROWNBACK, Sam Dale",B000953,1956,,0.439,-0.306,-116.12613,0.764,431,47,,0.425,-0.206,0
110,Senate,15406,51,0,KY,200,R,0,1,"BUNNING, James Paul David",B001066,1931,2017,0.521,-0.049,-123.81319,0.793,534,62,,0.546,0.087,0
110,Senate,29548,47,0,NC,200,R,0,1,"BURR, Richard M.",B001135,1955,,0.435,-0.07,-123.5847,0.79374,535,57,,0.517,-0.191,0
110,Senate,1366,56,0,WV,100,D,0,1,"BYRD, Robert Carlyle",B001210,1917,2010,-0.309,0.729,-134.32444,0.762,493,65,,-0.433,0.902,1
110,Senate,39310,73,0,WA,100,D,0,1,"CANTWELL, Maria E.",C000127,1958,,-0.306,-0.405,-62.56405,0.89136,544,25,,-0.31,-0.501,0
110,Senate,15408,52,0,MD,100,D,0,1,"CARDIN, Benjamin Louis",C000141,1943,,-0.32,-0.224,-47.44357,0.91692,547,15,,-0.343,-0.323,0
110,Senate,15015,11,0,DE,100,D,0,1,"CARPER, Thomas Richard",C000174,1947,,-0.179,-0.225,-117.42916,0.80553,543,48,,-0.166,-0.277,0
110,Senate,40703,14,0,PA,100,D,0,1,"CASEY, Robert (Bob), Jr.",C001070,1960,,-0.313,0.166,-83.51871,0.85912,550,33,,-0.292,0.12,0
110,Senate,29512,44,0,GA,200,R,0,1,"CHAMBLISS, Saxby",C000286,1943,,0.423,0.205,-118.17378,0.804,541,51,,0.457,0.137,1
110,Senate,40105,13,0,NY,100,D,0,1,"CLINTON, Hillary Rodham",C001041,1947,,-0.367,-0.243,-32.82782,0.917,378,12,,-0.393,-0.387,1
110,Senate,29555,53,0,OK,200,R,0,1,"COBURN, Thomas Allen",C000560,1948,2020,0.782,0.055,-81.13222,0.852,508,38,,0.808,-0.055,0
