congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,party,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2,hasc
104,House,15423,13,31,NY,200,R,0,1,"HOUGHTON, Amory, Jr.",H000814,1926,2020,0.154,-0.281,-350.62757,0.728,1103,140,,0.161,-0.325,0
104,House,29544,13,19,NY,200,R,0,1,"KELLY, Sue W.",K000078,1936,,0.231,-0.564,-251.28628,0.807,1171,103,,0.244,-0.56,0
104,House,29375,13,3,NY,200,R,0,1,"KING, Peter T.",K000210,1944,,0.259,-0.03,-309.64688,0.76642,1164,130,,0.242,-0.096,0
104,House,14248,13,29,NY,100,D,0,1,"LaFALCE, John Joseph",L000556,1939,2025,-0.357,0.112,-372.20391,0.717,1120,180,,-0.43,0.314,0
104,House,29374,13,2,NY,200,R,0,1,"LAZIO, Enrico A. (Rick)",L000155,1958,,0.216,-0.588,-276.55791,0.789,1165,109,,0.229,-0.642,0
104,House,15612,13,18,NY,100,D,0,1,"LOWEY, Nita M.",L000480,1937,2025,-0.389,-0.152,-211.80599,0.83219,1153,71,,-0.398,-0.429,0
104,House,29379,13,14,NY,100,D,0,1,"MALONEY, Carolyn Bosher",M000087,1946,,-0.387,-0.285,-208.04726,0.83238,1134,73,,-0.418,-0.456,0
104,House,15107,13,7,NY,100,D,0,1,"MANTON, Thomas J.",M000117,1932,2006,-0.361,0.382,-340.21698,0.742,1140,146,,-0.348,0.37,0
104,House,39316,13,24,NY,200,R,0,1,"McHUGH, John Michael",M000472,1948,,0.225,-0.063,-247.21947,0.805,1142,104,,0.225,-0.033,1
104,House,15614,13,21,NY,100,D,0,1,"McNULTY, Michael Robert",M000590,1947,,-0.369,0.369,-567.52179,0.601,1113,280,,-0.247,0.302,0
104,House,15639,13,13,NY,200,R,0,1,"MOLINARI, Susan",M000843,1958,,0.256,-0.5,-239.5862,0.804,1101,91,,0.313,-0.412,0
104,House,29377,13,8,NY,100,D,0,1,"NADLER, Jerrold Lewis",N000002,1947,,-0.507,-0.478,-183.46034,0.85147,1141,71,,-0.538,-0.76,0
104,House,15050,13,11,NY,100,D,0,1,"OWENS, Major Robert Odell",O000159,1936,2013,-0.569,-0.516,-161.71247,0.865,1118,66,,-0.63,-0.617,0
104,House,15618,13,27,NY,200,R,0,1,"PAXON, L. William",P000148,1954,,0.472,-0.167,-118.54938,0.901,1134,36,,0.506,0.107,0
104,House,29381,13,30,NY,200,R,0,1,"QUINN, John Francis (Jack)",Q000016,1951,,0.198,-0.223,-309.70025,0.759,1121,130,,0.159,-0.241,0
104,House,13035,13,15,NY,100,D,0,1,"RANGEL, Charles B.",R000053,1930,,-0.514,-0.341,-188.55736,0.839,1072,73,,-0.541,-0.413,0
104,House,14858,13,9,NY,100,D,0,1,"SCHUMER, Charles Ellis (Chuck)",S000148,1950,,-0.355,-0.419,-290.89811,0.76909,1108,119,,-0.321,-0.461,0
104,House,29134,13,16,NY,100,D,0,1,"SERRANO, José E.",S000248,1943,,-0.491,-0.377,-196.39344,0.84098,1134,85,,-0.502,-0.288,0
104,House,15444,13,28,NY,100,D,0,1,"SLAUGHTER, Louise McIntosh",S000480,1929,2018,-0.465,-0.104,-239.52944,0.81168,1148,97,,-0.454,-0.264,0
104,House,14662,13,22,NY,200,R,0,1,"SOLOMON, Gerald Brooks Hunt",S000675,1930,2001,0.492,-0.333,-176.52763,0.856,1136,74,,0.469,0.022,0
104,House,15072,13,10,NY,100,D,0,1,"TOWNS, Edolphus",T000326,1934,,-0.519,-0.132,-214.24352,0.818,1066,91,,-0.514,-0.15,0
104,House,29378,13,12,NY,100,D,0,1,"VELÁZQUEZ, Nydia M.",V000081,1953,,-0.547,-0.367,-165.84444,0.86282,1124,67,,-0.609,-0.541,0
104,House,15630,13,25,NY,200,R,0,1,"WALSH, James T.",W000099,1947,,0.208,-0.19,-261.03415,0.798,1154,107,,0.185,-0.047,0
104,House,29537,65,1,NV,200,R,0,1,"ENSIGN, John Eric",E000194,1958,,0.508,-0.464,-460.50744,0.672,1157,174,,0.301,-0.334,0
104,House,15075,65,2,NV,200,R,0,1,"VUCANOVICH, Barbara Farrell",V000124,1921,2013,0.441,-0.109,-181.1693,0.855,1154,81,,0.361,0.289,0
104,House,15055,66,3,NM,100,D,0,1,"RICHARDSON, Bill",R000229,1947,2023,-0.321,0.227,-321.53268,0.75,1118,142,,-0.343,0.249,0
104,House,15624,66,1,NM,200,R,0,1,"SCHIFF, Steven Harvey",S000125,1947,1998,0.196,-0.261,-279.91791,0.781,1131,126,,0.18,-0.255,0
104,House,14861,66,2,NM,200,R,0,1,"SKEEN, Joseph Richard",S000463,1927,2003,0.301,0.034,-180.11938,0.857,1171,64,,0.284,0.169,0
104,House,29132,12,1,NJ,100,D,0,1,"ANDREWS, Robert Ernest",A000210,1957,,-0.297,-0.119,-567.8646,0.596,1097,253,,-0.198,-0.308,0
104,House,29371,12,7,NJ,200,R,0,1,"FRANKS, Robert Douglas",F000349,1951,2010,0.259,-0.836,-283.60169,0.784,1167,126,,0.249,-0.873,0
104,House,29541,12,11,NJ,200,R,0,1,"FRELINGHUYSEN, Rodney P.",F000372,1946,,0.292,-0.262,-312.61861,0.76465,1165,143,,0.294,-0.698,0
104,House,29539,12,2,NJ,200,R,0,1,"LoBIONDO, Frank A.",L000554,1946,,0.211,-0.224,-376.22881,0.72482,1169,181,,0.235,-0.523,0
104,House,29540,12,8,NJ,200,R,0,1,"MARTINI, William J.",M000207,1947,,0.19,-0.788,-289.57938,0.78,1166,127,,0.19,-0.788,0
104,House,29373,12,13,NJ,100,D,0,1,"MENENDEZ, Robert",M000639,1954,,-0.366,-0.126,-370.59082,0.72411,1148,157,,-0.337,-0.288,0
104,House,15454,12,6,NJ,100,D,0,1,"PALLONE, Frank, Jr.",P000034,1951,,-0.402,-0.161,-354.62837,0.73948,1175,166,,-0.336,-0.262,0
104,House,15619,12,10,NJ,100,D,0,1,"PAYNE, Donald Milford",P000149,1934,2012,-0.592,-0.547,-155.94826,0.873,1147,60,,-0.637,-0.403,0
104,House,14855,12,5,NJ,200,R,0,1,"ROUKEMA, Margaret Scafati",R000465,1929,2014,0.162,-0.701,-396.98918,0.702,1124,185,,0.125,-0.848,0
104,House,15112,12,3,NJ,200,R,0,1,"SAXTON, Hugh James",S000097,1943,,0.238,-0.378,-261.94913,0.797,1157,114,,0.287,-0.389,1
104,House,14863,12,4,NJ,200,R,0,1,"SMITH, Christopher Henry",S000522,1953,,0.181,-0.172,-343.37907,0.7409,1145,143,,0.177,-0.273,0
104,House,15071,12,9,NJ,100,D,0,1,"TORRICELLI, Robert Guy",T000317,1951,,-0.262,-0.118,-408.8556,0.674,1038,191,,-0.268,-0.259,0
104,House,29133,12,12,NJ,200,R,0,1,"ZIMMER, Richard",Z000008,1944,,0.27,-0.963,-418.10364,0.696,1152,184,,0.228,-0.974,0
104,House,29538,4,2,NH,200,R,0,1,"BASS, Charles Foster",B000220,1952,,0.331,-0.556,-202.1366,0.841,1165,84,,0.377,-0.565,0
104,House,29130,4,1,NH,200,R,0,1,"ZELIFF, William H., Jr.",Z000004,1936,2021,0.438,-0.461,-175.24031,0.858,1141,73,,0.431,-0.369,0
104,House,29129,35,3,NE,200,R,0,1,"BARRETT, William E.",B000179,1929,2016,0.379,-0.073,-182.68535,0.855,1169,75,,0.346,0.133,0
104,House,14605,35,1,NE,200,R,0,1,"BEREUTER, Douglas Kent",B000403,1939,,0.231,-0.347,-333.20412,0.752,1168,150,,0.222,-0.31,0
104,House,29536,35,2,NE,200,R,0,1,"CHRISTENSEN, Jon Lynn",C000377,1963,,0.521,-0.038,-190.87757,0.849,1163,75,,0.572,-0.064,0
104,House,29384,36,1,ND,100,D,0,1,"POMEROY, Earl Ralph, III",P000422,1952,,-0.266,0.339,-378.30645,0.72,1153,169,,-0.301,0.345,0
104,House,15402,47,10,NC,200,R,0,1,"BALLENGER, Cass",B000104,1926,2015,0.464,-0.145,-160.70454,0.871,1159,70,,0.432,0.043,0
104,House,29548,47,5,NC,200,R,0,1,"BURR, Richard M.",B001135,1955,,0.435,-0.07,-165.34885,0.86768,1165,71,,0.416,0.101,0
104,House,29382,47,1,NC,100,D,0,1,"CLAYTON, Eva M.",C000494,1934,,-0.459,-0.032,-228.72486,0.818,1139,91,,-0.479,0.098,0
104,House,15092,47,6,NC,200,R,0,1,"COBLE, Howard",C000556,1931,2015,0.52,-0.081,-276.28238,0.79,1174,109,,0.508,-0.141,0
104,House,29545,47,2,NC,200,R,0,1,"FUNDERBURK, David",F000426,1944,,0.545,0.449,-198.67447,0.843,1165,80,,0.543,0.397,0
104,House,14233,47,8,NC,100,D,0,1,"HEFNER, Willie Gathrel (Bill)",H000448,1930,2009,-0.264,0.609,-338.08032,0.737,1106,161,,-0.315,0.503,0
104,House,29547,47,4,NC,200,R,0,1,"HEINEMAN, Fred",H000452,1929,2010,0.296,0.126,-240.87016,0.81,1142,89,,0.301,0.066,0
104,House,29546,47,3,NC,200,R,0,1,"JONES, Walter Beaman, Jr.",J000255,1943,2019,0.244,-0.362,-322.80076,0.75817,1166,151,,0.43,0.429,1
104,House,29549,47,9,NC,200,R,0,1,"MYRICK, Sue",M001134,1941,,0.56,0.027,-149.53112,0.879,1162,55,,0.568,-0.111,0
104,House,14048,47,7,NC,100,D,0,1,"ROSE, Charles Grandison, III",R000436,1939,2012,-0.319,0.573,-427.23806,0.663,1040,197,,-0.267,0.35,0
104,House,29135,47,11,NC,200,R,0,1,"TAYLOR, Charles Hart",T000067,1941,,0.488,0.116,-173.46031,0.859,1141,72,,0.426,0.235,0
104,House,29383,47,12,NC,100,D,0,1,"WATT, Melvin L.",W000207,1945,,-0.526,-0.155,-261.59771,0.797,1154,109,,-0.6,-0.338,0
104,House,14672,64,1,MT,100,D,0,1,"WILLIAMS, John Patrick",W000520,1937,,-0.315,-0.138,-417.74598,0.67,1043,172,,-0.377,-0.037,0
104,House,11035,46,3,MS,100,D,0,1,"MONTGOMERY, Gillespie V. (Sonny)",M000865,1920,2006,0.017,1,-353.64182,0.734,1145,157,,-0.01,1,1
104,House,15617,46,4,MS,100,D,0,1,"PARKER, Michael (Mike)",P000066,1949,,0.034,0.758,-251.7488,0.689,677,117,,0.149,0.83,0
104,House,95617,46,4,MS,200,R,0,2,"PARKER, Michael (Mike)",P000066,1949,,0.341,0.239,-65.39071,0.866,454,21,,0.387,0.356,0
104,House,15637,46,5,MS,100,D,0,1,"TAYLOR, Gary Eugene (Gene)",T000074,1953,,-0.045,0.893,-667.20531,0.564,1166,305,,-0.064,0.765,1
104,House,29368,46,2,MS,100,D,0,1,"THOMPSON, Bennie",T000193,1948,,-0.519,0.391,-233.50464,0.81624,1150,109,,-0.588,0.458,0
104,House,29534,46,1,MS,200,R,0,1,"WICKER, Roger F.",W000437,1951,,0.377,0.341,-130.52182,0.89367,1161,52,,0.399,0.379,0
104,House,12009,34,1,MO,100,D,0,1,"CLAY, William Lacy, Sr.",C000488,1931,,-0.49,-0.872,-242.15503,0.797,1070,105,,-0.634,-0.084,0
104,House,29370,34,6,MO,100,D,0,1,"DANNER, Patsy Ann (Pat)",D000046,1934,,-0.186,0.529,-519.29771,0.642,1170,255,,-0.205,0.509,0
104,House,14819,34,8,MO,200,R,0,1,"EMERSON, Norvell William (Bill)",E000174,1938,1996,0.332,-0.125,-140.12487,0.868,988,50,,0.366,0.389,0
104,House,14421,34,3,MO,100,D,0,1,"GEPHARDT, Richard Andrew",G000132,1941,,-0.416,0.245,-256.8364,0.788,1080,106,,-0.461,0.23,0
104,House,15606,34,7,MO,200,R,0,1,"HANCOCK, Melton D. (Mel)",H000151,1929,2011,0.79,-0.048,-185.15716,0.852,1153,74,,0.778,-0.104,0
104,House,29535,34,5,MO,100,D,0,1,"McCARTHY, Karen",M000316,1947,2010,-0.344,-0.225,-353.47155,0.736,1153,143,,-0.292,-0.224,0
104,House,14451,34,4,MO,100,D,0,1,"SKELTON, Isaac Newton, IV (Ike)",S000465,1931,2013,-0.172,0.724,-384.54365,0.718,1161,174,,-0.129,0.8,1
104,House,29369,34,2,MO,200,R,0,1,"TALENT, James Matthes",T000024,1956,,0.364,0.098,-167.0181,0.865,1153,69,,0.501,-0.125,1
104,House,14459,34,9,MO,100,D,0,1,"VOLKMER, Harold Lee",V000112,1931,2011,-0.196,0.329,-502.29103,0.62,1050,236,,-0.375,0.776,0
104,House,29532,33,1,MN,200,R,0,1,"GUTKNECHT, Gilbert W.",G000536,1951,,0.552,0.342,-334.76018,0.75,1162,125,,0.636,-0.331,0
104,House,29533,33,6,MN,100,D,0,1,"LUTHER, William Paul",L000521,1945,,-0.306,-0.381,-397.94127,0.712,1173,178,,-0.268,-0.515,0
104,House,29366,33,2,MN,100,D,0,1,"MINGE, David R.",M000795,1942,,-0.213,-0.131,-562.94253,0.616,1163,270,,-0.208,-0.078,0
104,House,14265,33,8,MN,100,D,0,1,"OBERSTAR, James Louis",O000006,1934,2014,-0.553,0.304,-324.795,0.752,1142,153,,-0.492,0.334,0
104,House,29127,33,7,MN,100,D,0,1,"PETERSON, Collin Clark",P000258,1944,,-0.148,0.712,-589.76387,0.59959,1153,279,,-0.111,0.439,0
104,House,29126,33,3,MN,200,R,0,1,"RAMSTAD, James (Jim)",R000033,1946,2020,0.316,-0.683,-308.67668,0.763,1143,147,,0.343,-0.939,0
104,House,14656,33,5,MN,100,D,0,1,"SABO, Martin Olav",S000005,1938,2016,-0.516,-0.317,-269.18928,0.793,1162,121,,-0.488,-0.145,0
104,House,14458,33,4,MN,100,D,0,1,"VENTO, Bruce Frank",V000087,1940,2000,-0.472,-0.376,-227.81499,0.822,1163,96,,-0.483,-0.423,0
104,House,29363,23,5,MI,100,D,0,1,"BARCIA, James A.",B000134,1952,,-0.184,0.547,-523.72926,0.637,1160,248,,-0.25,0.513,0
104,House,14407,23,10,MI,100,D,0,1,"BONIOR, David Edward",B000619,1945,,-0.547,-0.006,-240.55749,0.814,1169,96,,-0.543,0.218,0
104,House,29124,23,4,MI,200,R,0,1,"CAMP, David Lee",C000071,1953,,0.385,-0.048,-238.37344,0.815,1163,100,,0.376,-0.246,0
104,House,29530,23,8,MI,200,R,0,1,"CHRYSLER, Dick",C000385,1942,,0.488,-0.263,-176.82694,0.857,1148,73,,0.494,-0.303,0
104,House,29125,23,15,MI,100,D,0,1,"COLLINS, Barbara-Rose",C000633,1939,2021,-0.648,-0.164,-124.01729,0.877,947,63,,-0.669,-0.166,0
104,House,10713,23,14,MI,100,D,0,1,"CONYERS, John, Jr.",C000714,1929,2019,-0.658,-0.512,-153.53311,0.8706,1108,67,,-0.711,-0.655,0
104,House,2605,23,16,MI,100,D,0,1,"DINGELL, John David, Jr.",D000355,1926,2019,-0.448,0.313,-337.19429,0.742,1131,137,,-0.453,0.26,0
104,House,29362,23,3,MI,200,R,0,1,"EHLERS, Vernon James",E000092,1934,2017,0.316,-0.622,-361.79553,0.727,1135,181,,0.27,-0.567,0
104,House,29361,23,2,MI,200,R,0,1,"HOEKSTRA, Peter",H000676,1953,,0.516,-0.262,-297.64441,0.776,1172,132,,0.607,-0.615,0
104,House,14430,23,9,MI,100,D,0,1,"KILDEE, Dale Edward",K000172,1929,2021,-0.385,0.011,-334.16066,0.753,1176,132,,-0.383,0.213,0
104,House,29365,23,11,MI,200,R,0,1,"KNOLLENBERG, Joseph",K000288,1933,2018,0.366,-0.053,-198.54334,0.844,1174,75,,0.334,0.06,0
104,House,15033,23,12,MI,100,D,0,1,"LEVIN, Sander Martin",L000263,1931,,-0.379,-0.091,-275.15966,0.79011,1168,113,,-0.377,-0.123,0
104,House,29531,23,13,MI,100,D,0,1,"RIVERS, Lynn Nancy",R000281,1956,,-0.383,-0.453,-237.63518,0.816,1171,104,,-0.371,-0.373,0
104,House,29364,23,7,MI,200,R,0,1,"SMITH, Nick H.",S000597,1934,,0.505,-0.229,-305.87431,0.766,1146,128,,0.512,-0.449,0
104,House,29360,23,1,MI,100,D,0,1,"STUPAK, Bart T.",S001045,1952,,-0.396,0.701,-391.95661,0.713,1160,199,,-0.343,0.383,0
104,House,15446,23,6,MI,200,R,0,1,"UPTON, Frederick Stephen",U000031,1953,,0.32,-0.355,-347.45906,0.744,1175,160,,0.281,-0.63,0
104,House,29528,2,2,ME,100,D,0,1,"BALDACCI, John Elias",B000081,1955,,-0.333,-0.001,-328.1017,0.753,1159,142,,-0.311,0.002,0
104,House,29527,2,1,ME,200,R,0,1,"LONGLEY, James",L000431,1951,,0.253,-0.282,-286.55737,0.778,1139,116,,0.267,-0.345,1
104,House,29356,52,6,MD,200,R,0,1,"BARTLETT, Roscoe Gardner",B000208,1926,,0.493,-0.091,-158.52593,0.873,1168,67,,0.452,0.044,1
104,House,15408,52,3,MD,100,D,0,1,"CARDIN, Benjamin Louis",C000141,1943,,-0.32,-0.224,-329.4481,0.75072,1149,144,,-0.286,-0.312,0
104,House,29587,52,7,MD,100,D,0,2,"CUMMINGS, Elijah Eugene",C000984,1951,2019,-0.438,-0.148,-55.35208,0.8134,268,26,,-0.437,-0.288,0
104,House,29529,52,2,MD,200,R,0,1,"EHRLICH, Robert L., Jr.",E000093,1957,,0.36,-0.366,-238.89328,0.814,1164,111,,0.315,-0.345,0
104,House,29122,52,1,MD,200,R,0,1,"GILCHREST, Wayne Thomas",G000180,1946,,0.204,-0.563,-281.96793,0.786,1170,119,,0.227,-0.628,0
104,House,14873,52,5,MD,100,D,0,1,"HOYER, Steny Hamilton",H000874,1939,,-0.381,0.122,-322.57563,0.75522,1149,145,,-0.344,0.177,0
104,House,15433,52,7,MD,100,D,0,1,"MFUME, Kweisi",M000687,1948,,-0.44,-0.328,-139.65637,0.82522,727,57,,-0.504,-0.384,0
104,House,15434,52,8,MD,200,R,0,1,"MORELLA, Constance A.",M000941,1931,,-0.018,-0.893,-414.58914,0.695,1140,203,,0.057,-0.938,0
104,House,29355,52,4,MD,100,D,0,1,"WYNN, Albert Russell",W000784,1951,,-0.38,0.038,-281.2416,0.785,1159,119,,-0.437,0.083,0
104,House,29357,3,3,MA,200,R,0,1,"BLUTE, Peter I.",B000576,1956,,0.192,-0.463,-318.52991,0.76,1160,149,,0.182,-0.45,0
104,House,14824,3,4,MA,100,D,0,1,"FRANK, Barney",F000339,1940,,-0.499,-0.534,-352.10441,0.735,1142,125,,-0.431,-0.62,0
104,House,15427,3,8,MA,100,D,0,1,"KENNEDY, Joseph Patrick, II",K000110,1952,,-0.413,-0.453,-242.96837,0.808,1141,93,,-0.406,-0.394,0
104,House,14435,3,7,MA,100,D,0,1,"MARKEY, Edward John",M000133,1946,,-0.516,-0.469,-193.28538,0.84591,1155,74,,-0.467,-0.537,0
104,House,29358,3,5,MA,100,D,0,1,"MEEHAN, Martin Thomas",M000627,1956,,-0.39,-0.539,-305.67282,0.763,1132,124,,-0.329,-0.603,1
104,House,14039,3,9,MA,100,D,0,1,"MOAKLEY, John Joseph",M000834,1927,2001,-0.418,-0.054,-147.1238,0.824,759,55,,-0.415,-0.085,0
104,House,15616,3,2,MA,100,D,0,1,"NEAL, Richard Edmund",N000015,1949,,-0.417,-0.106,-294.71957,0.76953,1125,131,,-0.395,-0.062,0
104,House,29123,3,1,MA,100,D,0,1,"OLVER, John Walter",O000085,1936,2023,-0.577,-0.207,-186.26612,0.852,1162,78,,-0.499,-0.433,0
104,House,14055,3,10,MA,100,D,0,1,"STUDDS, Gerry Eastman",S001040,1937,2006,-0.444,-0.593,-157.0751,0.866,1091,52,,-0.471,-0.484,0
104,House,29359,3,6,MA,200,R,0,1,"TORKILDSEN, Peter Gerard",T000314,1958,,0.155,-0.7,-405.73691,0.701,1144,179,,0.125,-0.713,1
104,House,15401,45,6,LA,200,R,0,1,"BAKER, Richard Hugh",B000072,1948,,0.423,0.022,-154.16377,0.87,1105,57,,0.347,0.236,0
104,House,29354,45,4,LA,100,D,0,1,"FIELDS, Cleo",F000110,1962,,-0.455,0.087,-262.76861,0.76791,995,111,,-0.438,0.05,0
104,House,15418,45,7,LA,100,D,0,1,"HAYES, James Allison",H000390,1946,,-0.057,0.755,-278.8149,0.678,718,134,,-0.012,0.905,0
104,House,95418,45,7,LA,200,R,0,2,"HAYES, James Allison",H000390,1946,,0.336,0.351,-31.46477,0.877,240,11,,0.334,0.329,0
104,House,29120,45,2,LA,100,D,0,1,"JEFFERSON, William Jennings",J000070,1947,,-0.424,0.242,-256.98544,0.772,994,125,,-0.47,0.336,1
104,House,14469,45,1,LA,200,R,0,1,"LIVINGSTON, Robert Linlithgow, Jr.",L000371,1943,,0.326,0.109,-214.22058,0.829,1141,80,,0.332,0.193,0
104,House,15451,45,5,LA,200,R,0,1,"McCRERY, James O., III",M000388,1949,,0.362,0.08,-150.08922,0.876,1137,54,,0.345,0.227,0
104,House,14679,45,3,LA,100,D,0,1,"TAUZIN, Wilbert Joseph (Billy)",T000058,1943,,0.03,0.568,-152.89432,0.758,553,53,,0.084,0.856,0
104,House,94679,45,3,LA,200,R,0,2,"TAUZIN, Wilbert Joseph (Billy)",T000058,1943,,0.341,0.16,-91.39436,0.848,554,28,,0.315,0.337,0
104,House,29353,51,6,KY,100,D,0,1,"BAESLER, Henry Scott (Scotty)",B000028,1941,,-0.155,0.28,-454.62863,0.674,1154,204,,-0.144,0.282,0
104,House,15406,51,4,KY,200,R,0,1,"BUNNING, James Paul David",B001066,1931,2017,0.521,-0.049,-143.39985,0.884,1160,53,,0.53,0.328,0
104,House,29352,51,2,KY,200,R,0,1,"LEWIS, Ron",L000293,1946,,0.418,0.417,-136.33802,0.89,1173,53,,0.439,0.485,1
104,House,14854,51,5,KY,200,R,0,1,"ROGERS, Harold Dallas (Hal)",R000395,1937,,0.333,0.152,-167.34678,0.86291,1135,67,,0.318,0.304,0
104,House,29526,51,3,KY,100,D,0,1,"WARD, Michael Delavan",W000139,1951,,-0.349,0.089,-286.08136,0.779,1146,109,,-0.347,0.083,1
104,House,29525,51,1,KY,200,R,0,1,"WHITFIELD, Wayne Edward (Ed)",W000413,1943,,0.303,0.182,-291.5833,0.778,1161,105,,0.227,0.141,0
104,House,29523,32,2,KS,200,R,0,1,"BROWNBACK, Sam Dale",B000953,1956,,0.439,-0.306,-189.97872,0.846,1140,77,,0.502,-0.3,0
104,House,15109,32,3,KS,200,R,0,1,"MEYERS, Jan",M000684,1928,2019,0.208,-0.541,-328.94002,0.747,1128,140,,0.242,-0.676,0
104,House,14852,32,1,KS,200,R,0,1,"ROBERTS, Charles Patrick (Pat)",R000307,1936,,0.413,-0.09,-187.53334,0.84917,1147,73,,0.321,0.287,0
104,House,29524,32,4,KS,200,R,0,1,"TIAHRT, Todd",T000260,1951,,0.449,0.341,-227.10805,0.823,1164,92,,0.655,-0.032,1
104,House,15014,22,6,IN,200,R,0,1,"BURTON, Danny Lee",B001149,1938,,0.585,-0.026,-147.95241,0.88,1155,64,,0.563,0.132,0
104,House,29350,22,5,IN,200,R,0,1,"BUYER, Stephen Earle",B001203,1958,,0.435,0.192,-143.34307,0.882,1146,56,,0.365,0.133,1
104,House,10732,22,9,IN,100,D,0,1,"HAMILTON, Lee Herbert",H000114,1931,,-0.171,-0.053,-546.5863,0.628,1175,262,,-0.168,0.298,0
104,House,29520,22,8,IN,200,R,0,1,"HOSTETTLER, John Nathan",H000807,1961,,0.705,0.077,-214.81717,0.829,1148,90,,0.681,-0.036,1
104,House,10742,22,10,IN,100,D,0,1,"JACOBS, Andrew, Jr.",J000033,1932,2013,-0.07,-0.846,-886.21171,0.455,1125,431,,-0.18,-0.32,0
104,House,29518,22,2,IN,200,R,0,1,"McINTOSH, David Martin",M000481,1958,,0.576,0.008,-171.33519,0.859,1127,66,,0.563,0.178,0
104,House,11036,22,7,IN,200,R,0,1,"MYERS, John Thomas",M001130,1927,2015,0.236,0.254,-239.72815,0.806,1110,90,,0.349,0.424,0
104,House,29117,22,3,IN,100,D,0,1,"ROEMER, Timothy John",R000385,1956,,-0.165,0.229,-577.02184,0.612,1174,263,,-0.166,0.221,0
104,House,29519,22,4,IN,200,R,0,1,"SOUDER, Mark Edward",S001143,1950,2022,0.435,-0.011,-292.45462,0.776,1153,119,,0.721,-0.289,0
104,House,15124,22,1,IN,100,D,0,1,"VISCLOSKY, Peter",V000108,1949,,-0.402,0.244,-485.71353,0.6586,1163,224,,-0.328,0.09,0
104,House,14068,21,7,IL,100,D,0,1,"COLLINS, Cardiss",C000634,1931,2013,-0.552,-0.218,-141.10218,0.866,978,45,,-0.611,-0.401,0
104,House,15453,21,12,IL,100,D,0,1,"COSTELLO, Jerry Francis",C000794,1949,,-0.317,0.657,-444.62997,0.68,1152,222,,-0.287,0.45,0
104,House,12041,21,8,IL,200,R,0,1,"CRANE, Philip Miller",C000873,1930,2014,0.739,0.023,-184.95042,0.847,1115,78,,0.669,0.059,0
104,House,15021,21,20,IL,100,D,0,1,"DURBIN, Richard Joseph",D000563,1944,,-0.347,-0.306,-296.08374,0.76679,1115,130,,-0.404,-0.067,0
104,House,15023,21,17,IL,100,D,0,1,"EVANS, Lane Allen",E000250,1951,2014,-0.454,-0.181,-227.81932,0.823,1170,88,,-0.484,-0.248,1
104,House,29115,21,15,IL,200,R,0,1,"EWING, Thomas W.",E000282,1935,,0.361,-0.094,-166.08553,0.865,1149,66,,0.391,-0.019,0
104,House,15098,21,13,IL,200,R,0,1,"FAWELL, Harris W.",F000049,1929,2021,0.332,-0.616,-236.75104,0.816,1164,88,,0.34,-0.652,0
104,House,29515,21,5,IL,200,R,0,1,"FLANAGAN, Michael P.",F000187,1962,,0.254,-0.176,-274.90567,0.79,1164,105,,0.26,-0.214,0
104,House,29348,21,4,IL,100,D,0,1,"GUTIÉRREZ, Luis V.",G000535,1953,,-0.487,-0.26,-240.07563,0.80582,1112,97,,-0.486,-0.386,0
104,House,15417,21,14,IL,200,R,0,1,"HASTERT, John Dennis",H000323,1942,,0.443,-0.122,-134.72224,0.889,1143,45,,0.454,0.157,0
104,House,14239,21,6,IL,200,R,0,1,"HYDE, Henry John",H001022,1924,2007,0.312,-0.18,-200.99127,0.841,1162,74,,0.35,-0.05,0
104,House,29585,21,2,IL,100,D,0,2,"JACKSON, Jesse L., Jr.",J000283,1965,,-0.538,-0.513,-79.58534,0.821,404,37,,-0.522,-0.353,0
104,House,29517,21,18,IL,200,R,0,1,"LaHOOD, Ray H.",L000552,1945,,0.246,-0.076,-278.16218,0.788,1170,119,,0.282,-0.176,0
104,House,15036,21,3,IL,100,D,0,1,"LIPINSKI, William Oliver",L000342,1937,,-0.176,0.3,-512.86733,0.633,1120,258,,-0.205,0.273,0
104,House,29349,21,16,IL,200,R,0,1,"MANZULLO, Donald A.",M001138,1944,,0.51,0,-203.82139,0.839,1164,81,,0.517,-0.264,0
104,House,14677,21,10,IL,200,R,0,1,"PORTER, John Edward",P000444,1935,2022,0.217,-0.604,-297.88451,0.772,1150,127,,0.272,-0.779,0
104,House,15620,21,19,IL,100,D,0,1,"POSHARD, Glenn",P000452,1945,,-0.211,0.392,-483.42066,0.663,1176,229,,-0.232,0.449,0
104,House,29347,21,2,IL,100,D,0,1,"REYNOLDS, Mel",R000178,1952,,-0.489,-0.041,-62.93851,0.834,346,18,,-0.496,-0.04,0
104,House,29346,21,1,IL,100,D,0,1,"RUSH, Bobby L.",R000515,1946,,-0.479,-0.203,-194.29196,0.83395,1070,86,,-0.571,-0.261,0
104,House,29516,21,11,IL,200,R,0,1,"WELLER, Gerald C. (Jerry)",W000273,1957,,0.288,0.2,-286.02925,0.783,1168,101,,0.328,-0.098,0
