congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
104,House,29106,71,35,CA,100,0,1,"WATERS, Maxine",W000187,1938,,-0.656,-0.094,-213.99813,0.82336,1101,86,,-0.681,-0.193
104,House,29107,71,51,CA,200,0,1,"CUNNINGHAM, Randall (Duke)",C000994,1941,2025.0,0.411,0.001,-162.74657,0.87,1165,71,,0.428,-0.109
104,House,29309,71,6,CA,100,0,1,"WOOLSEY, Lynn C.",W000738,1937,,-0.556,-0.529,-192.68934,0.848,1165,81,,-0.481,-0.41
104,House,29310,71,10,CA,200,0,1,"BAKER, William P.",B000078,1940,,0.533,0.024,-158.02333,0.873,1163,66,,0.621,0.044
104,House,29311,71,11,CA,200,0,1,"POMBO, Richard William",P000419,1961,,0.461,0.469,-209.61191,0.834,1158,88,,0.66,0.603
104,House,29312,71,14,CA,100,0,1,"ESHOO, Anna Georges",E000215,1942,,-0.379,-0.372,-245.68171,0.80972,1164,96,,-0.373,-0.4
104,House,29313,71,17,CA,100,0,1,"FARR, Sam",F000030,1941,,-0.455,-0.219,-250.75634,0.804,1151,99,,-0.395,-0.151
104,House,29315,71,25,CA,200,0,1,"McKEON, Howard P. (Buck)",M000508,1938,,0.396,0.208,-134.69798,0.891,1167,52,,0.433,0.145
104,House,29316,71,30,CA,100,0,1,"BECERRA, Xavier",B000287,1958,,-0.512,-0.283,-169.45409,0.84693,1020,75,,-0.631,-0.403
104,House,29317,71,33,CA,100,0,1,"ROYBAL-ALLARD, Lucille",R000486,1941,,-0.469,-0.171,-176.84425,0.8586,1160,67,,-0.53,-0.421
104,House,29318,71,36,CA,100,0,1,"HARMAN, Jane L.",H000213,1945,,-0.262,-0.12,-481.24057,0.633,1054,244,,-0.197,-0.048
104,House,29319,71,37,CA,100,0,1,"TUCKER, Walter R., III",T000405,1957,,-0.479,0.291,-129.62107,0.779,518,52,,-0.509,0.328
104,House,29320,71,38,CA,200,0,1,"HORN, John Stephen (Steve)",H000789,1931,2011.0,0.167,-0.651,-334.1015,0.75,1163,150,,0.182,-0.637
104,House,29321,71,39,CA,200,0,1,"ROYCE, Edward Randall",R000487,1951,,0.657,-0.353,-234.88377,0.81769,1167,106,,0.758,-0.555
104,House,29322,71,41,CA,200,0,1,"KIM, Jay C.",K000181,1939,,0.39,-0.084,-135.96293,0.891,1176,52,,0.455,0.002
104,House,29323,71,43,CA,200,0,1,"CALVERT, Ken",C000059,1953,,0.34,0.278,-123.323,0.89704,1135,46,,0.353,0.195
104,House,29325,71,50,CA,100,0,1,"FILNER, Bob",F000116,1942,2025.0,-0.652,0.002,-219.65979,0.821,1115,94,,-0.588,-0.053
104,House,29504,71,16,CA,100,0,1,"LOFGREN, Zoe",L000397,1947,,-0.396,-0.398,-301.04903,0.76827,1142,110,,-0.412,-0.507
104,House,29505,71,19,CA,200,0,1,"RADANOVICH, George P.",R000004,1955,,0.484,0.18,-144.25747,0.879,1118,56,,0.508,0.079
104,House,29506,71,22,CA,200,0,1,"SEASTRAND, Andrea",S000213,1941,,0.536,-0.0,-128.18693,0.894,1139,47,,0.538,-0.05
104,House,29507,71,44,CA,200,0,1,"BONO, Sonny",B000622,1935,1998.0,0.375,0.001,-173.51035,0.857,1122,59,,0.371,-0.101
104,House,29508,71,49,CA,200,0,1,"BILBRAY, Brian P.",B000461,1951,,0.392,-0.376,-285.90749,0.778,1139,136,,0.305,-0.483
104,House,29586,71,37,CA,100,0,2,"MILLENDER-MCDONALD, Juanita",M000714,1938,2007.0,-0.438,-0.16,-65.74794,0.786,273,28,,-0.505,0.008
104,House,14051,62,1,CO,100,0,1,"SCHROEDER, Patricia Scott",S000142,1940,2023.0,-0.225,-0.974,-531.48232,0.626,1135,235,,-0.551,-0.46
104,House,15058,62,6,CO,200,0,1,"SCHAEFER, Daniel",S000109,1936,2006.0,0.479,-0.123,-157.02062,0.874,1166,67,,0.542,0.122
104,House,15419,62,5,CO,200,0,1,"HEFLEY, Joel M.",H000444,1935,,0.591,0.13,-372.88335,0.726,1167,129,,0.895,0.149
104,House,15443,62,2,CO,100,0,1,"SKAGGS, David Evans",S000462,1943,,-0.355,-0.187,-324.52399,0.757,1164,151,,-0.363,-0.215
104,House,29108,62,4,CO,200,0,1,"ALLARD, A. Wayne",A000109,1943,,0.572,-0.121,-233.64796,0.816,1152,80,,0.57,-0.072
104,House,29326,62,3,CO,200,0,1,"McINNIS, Scott",M000477,1953,,0.391,-0.083,-225.21434,0.821,1141,98,,0.454,-0.349
104,House,14825,1,2,CT,100,0,1,"GEJDENSON, Samuel",G000120,1948,,-0.416,-0.486,-258.10027,0.798,1144,104,,-0.431,-0.105
104,House,14877,1,1,CT,100,0,1,"KENNELLY, Barbara Bailey",K000118,1936,,-0.346,-0.13,-299.04837,0.771,1152,126,,-0.322,-0.064
104,House,15028,1,6,CT,200,0,1,"JOHNSON, Nancy Lee",J000163,1935,,0.122,-0.513,-374.75809,0.722,1149,161,,0.161,-0.588
104,House,15449,1,4,CT,200,0,1,"SHAYS, Christopher H.",S001144,1945,,0.129,-0.992,-411.12622,0.705,1176,177,,0.145,-0.989
104,House,29109,1,3,CT,100,0,1,"DeLAURO, Rosa L.",D000216,1943,,-0.414,-0.106,-233.6994,0.8188,1169,95,,-0.382,-0.16
104,House,29110,1,5,CT,200,0,1,"FRANKS, Gary A.",F000348,1953,,0.273,-0.519,-280.22444,0.787,1171,108,,0.247,-0.404
104,House,29327,11,1,DE,200,0,1,"CASTLE, Michael Newbold",C000243,1939,2025.0,0.229,-0.7,-249.66585,0.809,1175,92,,0.221,-0.647
104,House,10588,43,11,FL,100,0,1,"GIBBONS, Sam Melville",G000153,1920,2012.0,-0.233,0.17,-457.82537,0.632,999,208,,-0.435,0.015
104,House,13047,43,10,FL,200,0,1,"YOUNG, Charles William (Bill)",Y000031,1930,2013.0,0.325,-0.112,-176.59069,0.841,1023,75,,0.325,-0.174
104,House,14842,43,8,FL,200,0,1,"McCOLLUM, Ira William, Jr. (Bill)",M000350,1944,,0.377,-0.101,-186.86057,0.851,1156,76,,0.358,-0.037
104,House,14860,43,22,FL,200,0,1,"SHAW, Eugene Clay, Jr.",S000303,1939,2013.0,0.3,-0.142,-205.73564,0.837,1155,92,,0.34,-0.435
104,House,15006,43,9,FL,200,0,1,"BILIRAKIS, Michael",B000463,1930,,0.382,-0.219,-209.53877,0.835,1159,88,,0.345,-0.196
104,House,15605,43,14,FL,200,0,1,"GOSS, Porter J.",G000336,1938,,0.421,-0.394,-207.42103,0.837,1165,84,,0.417,-0.477
104,House,15609,43,19,FL,100,0,1,"JOHNSTON, Harry A., II",J000187,1931,2021.0,-0.372,-0.376,-293.91807,0.76,1070,113,,-0.435,-0.524
104,House,15627,43,6,FL,200,0,1,"STEARNS, Clifford Bundy",S000822,1941,,0.554,-0.075,-212.13356,0.834,1171,88,,0.64,-0.12
104,House,15634,43,18,FL,200,0,1,"ROS-LEHTINEN, Ileana",R000435,1952,,0.244,-0.225,-328.37201,0.74666,1124,126,,0.2,-0.238
104,House,29111,43,2,FL,100,0,1,"PETERSON, Douglas Brian (Pete)",P000259,1935,,-0.261,0.417,-322.95705,0.721,986,139,,-0.26,0.387
104,House,29328,43,3,FL,100,0,1,"BROWN, Corrine",B000911,1946,,-0.429,0.192,-247.87993,0.801,1120,105,,-0.475,0.251
104,House,29329,43,4,FL,200,0,1,"FOWLER, Tillie Kidd",F000328,1942,2005.0,0.329,-0.209,-208.25041,0.831,1122,83,,0.314,-0.26
104,House,29330,43,5,FL,100,0,1,"THURMAN, Karen L.",T000253,1951,,-0.304,0.273,-377.87037,0.717,1136,176,,-0.279,0.281
104,House,29331,43,7,FL,200,0,1,"MICA, John L.",M000689,1943,,0.453,0.137,-161.82894,0.87,1165,67,,0.46,-0.004
104,House,29332,43,12,FL,200,0,1,"CANADY, Charles Terrance",C000107,1954,,0.382,0.031,-182.70306,0.855,1168,72,,0.348,-0.032
104,House,29333,43,13,FL,200,0,1,"MILLER, Daniel",M000720,1942,,0.453,-0.494,-193.84605,0.846,1162,75,,0.435,-0.488
104,House,29334,43,17,FL,100,0,1,"MEEK, Carrie P.",M000628,1926,2021.0,-0.483,0.12,-252.2904,0.794,1096,120,,-0.541,0.284
104,House,29335,43,20,FL,100,0,1,"DEUTSCH, Peter R.",D000275,1957,,-0.324,-0.115,-340.40547,0.743,1145,151,,-0.296,-0.188
104,House,29336,43,21,FL,200,0,1,"DIAZ-BALART, Lincoln",D000299,1954,2025.0,0.243,-0.105,-378.54374,0.721,1156,137,,0.165,-0.073
104,House,29337,43,23,FL,100,0,1,"HASTINGS, Alcee Lamar",H000324,1936,2021.0,-0.564,0.157,-245.27615,0.80596,1137,118,,-0.599,0.31
104,House,29509,43,15,FL,200,0,1,"WELDON, David Joseph",W000267,1953,,0.471,0.146,-158.79488,0.872,1164,68,,0.415,-0.013
104,House,29510,43,16,FL,200,0,1,"FOLEY, Mark A.",F000238,1954,,0.311,-0.381,-247.25943,0.809,1165,106,,0.352,-0.474
104,House,39508,43,1,FL,200,0,1,"SCARBOROUGH, Charles Joseph",S000106,1963,,0.672,-0.433,-322.10359,0.749,1114,133,,0.88,-0.381
104,House,14627,44,6,GA,200,0,1,"GINGRICH, Newton Leroy",G000225,1943,,0.377,-0.257,-8.35422,0.918,98,1,,0.432,-0.083
104,House,15431,44,5,GA,100,0,1,"LEWIS, John R.",L000287,1940,2020.0,-0.589,-0.221,-175.9718,0.85731,1143,78,,-0.61,-0.199
104,House,29338,44,1,GA,200,0,1,"KINGSTON, Jack",K000220,1955,,0.54,0.302,-235.14218,0.817,1163,92,,0.369,-0.041
104,House,29339,44,2,GA,100,0,1,"BISHOP, Sanford Dixon, Jr.",B000490,1947,,-0.289,0.447,-372.58399,0.71594,1115,162,,-0.337,0.461
104,House,29340,44,3,GA,200,0,1,"COLLINS, Michael Allen (Mac)",C000640,1944,2018.0,0.536,0.324,-123.18277,0.9,1166,59,,0.519,0.332
104,House,29341,44,4,GA,200,0,1,"LINDER, John Elmer",L000321,1942,,0.559,-0.008,-151.21905,0.878,1159,68,,0.441,0.018
104,House,29342,44,9,GA,100,0,1,"DEAL, John Nathan",D000168,1942,,-0.036,0.393,-106.41152,0.672,268,44,,-0.027,0.539
104,House,29344,44,11,GA,100,0,1,"McKINNEY, Cynthia Ann",M000523,1955,,-0.533,-0.583,-186.33777,0.843,1091,84,,-0.552,-0.256
104,House,29511,44,7,GA,200,0,1,"BARR, Bob",B000169,1948,,0.632,0.218,-137.84151,0.888,1165,59,,0.563,0.287
104,House,29512,44,8,GA,200,0,1,"CHAMBLISS, Saxby",C000286,1943,,0.423,0.205,-118.91207,0.903,1170,46,,0.397,0.378
104,House,29513,44,10,GA,200,0,1,"NORWOOD, Charles W., Jr.",N000159,1941,2007.0,0.533,0.469,-114.97856,0.905,1148,46,,0.501,0.302
104,House,99342,44,9,GA,200,0,2,"DEAL, John Nathan",D000168,1942,,0.581,0.139,-205.76039,0.797,905,86,,0.358,0.01
104,House,10757,82,2,HI,100,0,1,"MINK, Patsy Takemoto",M000797,1927,2002.0,-0.513,-0.067,-261.78097,0.799,1164,103,,-0.496,-0.085
104,House,15245,82,1,HI,100,0,1,"ABERCROMBIE, Neil",A000014,1938,,-0.432,-0.026,-355.38804,0.731,1134,171,,-0.527,0.362
104,House,29345,63,2,ID,200,0,1,"CRAPO, Michael Dean",C000880,1951,,0.505,0.291,-154.40822,0.87507,1157,60,,0.514,0.202
104,House,29514,63,1,ID,200,0,1,"CHENOWETH-HAGE, Helen P.",C000345,1938,2006.0,0.797,0.526,-232.4034,0.813,1121,95,,0.745,0.347
104,House,10421,21,9,IL,100,0,1,"YATES, Sidney Richard",Y000013,1909,2000.0,-0.494,-0.494,-194.87709,0.822,994,75,,-0.566,-0.625
104,House,12041,21,8,IL,200,0,1,"CRANE, Philip Miller",C000873,1930,2014.0,0.739,0.023,-184.95042,0.847,1115,78,,0.669,0.059
104,House,14068,21,7,IL,100,0,1,"COLLINS, Cardiss",C000634,1931,2013.0,-0.552,-0.218,-141.10218,0.866,978,45,,-0.611,-0.401
104,House,14239,21,6,IL,200,0,1,"HYDE, Henry John",H001022,1924,2007.0,0.312,-0.18,-200.99127,0.841,1162,74,,0.35,-0.05
104,House,14677,21,10,IL,200,0,1,"PORTER, John Edward",P000444,1935,2022.0,0.217,-0.604,-297.88451,0.772,1150,127,,0.272,-0.779
104,House,15021,21,20,IL,100,0,1,"DURBIN, Richard Joseph",D000563,1944,,-0.339,-0.313,-299.04729,0.76475,1115,129,,-0.404,-0.067
104,House,15023,21,17,IL,100,0,1,"EVANS, Lane Allen",E000250,1951,2014.0,-0.454,-0.181,-227.81932,0.823,1170,88,,-0.484,-0.248
104,House,15036,21,3,IL,100,0,1,"LIPINSKI, William Oliver",L000342,1937,,-0.176,0.3,-512.86733,0.633,1120,258,,-0.205,0.273
104,House,15098,21,13,IL,200,0,1,"FAWELL, Harris W.",F000049,1929,2021.0,0.332,-0.616,-236.75104,0.816,1164,88,,0.34,-0.652
104,House,15417,21,14,IL,200,0,1,"HASTERT, John Dennis",H000323,1942,,0.443,-0.122,-134.72224,0.889,1143,45,,0.454,0.157
104,House,15453,21,12,IL,100,0,1,"COSTELLO, Jerry Francis",C000794,1949,,-0.317,0.657,-444.62997,0.68,1152,222,,-0.287,0.45
104,House,15620,21,19,IL,100,0,1,"POSHARD, Glenn",P000452,1945,,-0.211,0.392,-483.42066,0.663,1176,229,,-0.232,0.449
104,House,29115,21,15,IL,200,0,1,"EWING, Thomas W.",E000282,1935,,0.361,-0.094,-166.08553,0.865,1149,66,,0.391,-0.019
104,House,29346,21,1,IL,100,0,1,"RUSH, Bobby L.",R000515,1946,,-0.479,-0.203,-194.29196,0.83395,1070,86,,-0.571,-0.261
104,House,29347,21,2,IL,100,0,1,"REYNOLDS, Mel",R000178,1952,,-0.489,-0.041,-62.93851,0.834,346,18,,-0.496,-0.04
104,House,29348,21,4,IL,100,0,1,"GUTIÉRREZ, Luis V.",G000535,1953,,-0.487,-0.26,-240.07563,0.80582,1112,97,,-0.486,-0.386
104,House,29349,21,16,IL,200,0,1,"MANZULLO, Donald A.",M001138,1944,,0.51,0.0,-203.82139,0.839,1164,81,,0.517,-0.264
104,House,29515,21,5,IL,200,0,1,"FLANAGAN, Michael P.",F000187,1962,,0.254,-0.176,-274.90567,0.79,1164,105,,0.26,-0.214
104,House,29516,21,11,IL,200,0,1,"WELLER, Gerald C. (Jerry)",W000273,1957,,0.288,0.2,-286.02925,0.783,1168,101,,0.328,-0.098
104,House,29517,21,18,IL,200,0,1,"LAHOOD, Ray H.",L000552,1945,,0.246,-0.076,-278.16218,0.788,1170,119,,0.282,-0.176
104,House,29585,21,2,IL,100,0,2,"JACKSON, Jesse L., Jr.",J000283,1965,,-0.538,-0.513,-79.58534,0.821,404,37,,-0.522,-0.353
104,House,10732,22,9,IN,100,0,1,"HAMILTON, Lee Herbert",H000114,1931,2026.0,-0.171,-0.053,-546.5863,0.628,1175,262,,-0.168,0.298
104,House,10742,22,10,IN,100,0,1,"JACOBS, Andrew, Jr.",J000033,1932,2013.0,-0.07,-0.846,-886.21171,0.455,1125,431,,-0.18,-0.32
104,House,11036,22,7,IN,200,0,1,"MYERS, John Thomas",M001130,1927,2015.0,0.236,0.254,-239.72815,0.806,1110,90,,0.349,0.424
104,House,15014,22,6,IN,200,0,1,"BURTON, Danny Lee",B001149,1938,,0.585,-0.026,-147.95241,0.88,1155,64,,0.563,0.132
104,House,15124,22,1,IN,100,0,1,"VISCLOSKY, Peter",V000108,1949,,-0.402,0.244,-485.71353,0.6586,1163,224,,-0.328,0.09
104,House,29117,22,3,IN,100,0,1,"ROEMER, Timothy John",R000385,1956,,-0.165,0.229,-577.02184,0.612,1174,263,,-0.166,0.221
104,House,29350,22,5,IN,200,0,1,"BUYER, Stephen Earle",B001203,1958,,0.435,0.192,-143.34307,0.882,1146,56,,0.365,0.133
104,House,29518,22,2,IN,200,0,1,"McINTOSH, David Martin",M000481,1958,,0.576,0.008,-171.33519,0.859,1127,66,,0.563,0.178
104,House,29519,22,4,IN,200,0,1,"SOUDER, Mark Edward",S001143,1950,2022.0,0.435,-0.011,-292.45462,0.776,1153,119,,0.721,-0.289
104,House,29520,22,8,IN,200,0,1,"HOSTETTLER, John Nathan",H000807,1961,,0.705,0.077,-214.81717,0.829,1148,90,,0.681,-0.036
104,House,14432,31,1,IA,200,0,1,"LEACH, James Albert Smith",L000169,1942,2024.0,0.141,-0.79,-342.35793,0.744,1159,156,,0.155,-0.548
104,House,15106,31,3,IA,200,0,1,"LIGHTFOOT, James Ross",L000305,1938,,0.391,-0.211,-177.40936,0.858,1155,76,,0.319,0.263
104,House,29118,31,2,IA,200,0,1,"NUSSLE, James Allen",N000172,1960,,0.417,-0.178,-170.09605,0.864,1161,66,,0.437,-0.011
104,House,29521,31,4,IA,200,0,1,"GANSKE, Greg",G000041,1949,,0.239,-0.3,-289.5967,0.779,1158,118,,0.334,-0.393
104,House,29522,31,5,IA,200,0,1,"LATHAM, Thomas",L000111,1948,,0.302,0.308,-202.62675,0.841,1170,79,,0.394,0.153
104,House,14852,32,1,KS,200,0,1,"ROBERTS, Charles Patrick (Pat)",R000307,1936,,0.413,-0.09,-187.53334,0.84917,1147,73,,0.321,0.287
104,House,15109,32,3,KS,200,0,1,"MEYERS, Jan",M000684,1928,2019.0,0.208,-0.541,-328.94002,0.747,1128,140,,0.242,-0.676
104,House,29523,32,2,KS,200,0,1,"BROWNBACK, Sam Dale",B000953,1956,,0.439,-0.306,-189.97872,0.846,1140,77,,0.502,-0.3
104,House,29524,32,4,KS,200,0,1,"TIAHRT, Todd",T000260,1951,,0.449,0.341,-227.10805,0.823,1164,92,,0.655,-0.032
104,House,14854,51,5,KY,200,0,1,"ROGERS, Harold Dallas (Hal)",R000395,1937,,0.334,0.156,-167.23271,0.863,1135,67,,0.318,0.304
104,House,15406,51,4,KY,200,0,1,"BUNNING, James Paul David",B001066,1931,2017.0,0.521,-0.049,-143.39985,0.884,1160,53,,0.53,0.328
104,House,29352,51,2,KY,200,0,1,"LEWIS, Ron",L000293,1946,,0.418,0.417,-136.33802,0.89,1173,53,,0.439,0.485
104,House,29353,51,6,KY,100,0,1,"BAESLER, Henry Scott (Scotty)",B000028,1941,,-0.155,0.28,-454.62863,0.674,1154,204,,-0.144,0.282
104,House,29525,51,1,KY,200,0,1,"WHITFIELD, Wayne Edward (Ed)",W000413,1943,,0.303,0.182,-291.5833,0.778,1161,105,,0.227,0.141
104,House,29526,51,3,KY,100,0,1,"WARD, Michael Delavan",W000139,1951,,-0.349,0.089,-286.08136,0.779,1146,109,,-0.347,0.083
104,House,14469,45,1,LA,200,0,1,"LIVINGSTON, Robert Linlithgow, Jr.",L000371,1943,,0.326,0.109,-214.22058,0.829,1141,80,,0.332,0.193
104,House,14679,45,3,LA,100,0,1,"TAUZIN, Wilbert Joseph (Billy)",T000058,1943,,0.03,0.568,-152.89432,0.758,553,53,,0.084,0.856
104,House,15401,45,6,LA,200,0,1,"BAKER, Richard Hugh",B000072,1948,,0.423,0.022,-154.16377,0.87,1105,57,,0.347,0.236
104,House,15418,45,7,LA,100,0,1,"HAYES, James Allison",H000390,1946,,-0.057,0.755,-278.8149,0.678,718,134,,-0.012,0.905
