congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
105,House,29728,2,1,ME,100,0,1,"ALLEN, Thomas H.",A000357,1945,,-0.4,-0.105,-207.09106,0.801,934,84,,-0.406,-0.1
105,House,14873,52,5,MD,100,0,1,"HOYER, Steny Hamilton",H000874,1939,,-0.381,0.124,-265.98426,0.75033,926,119,,-0.35,0.062
105,House,15408,52,3,MD,100,0,1,"CARDIN, Benjamin Louis",C000141,1943,,-0.32,-0.224,-235.74929,0.7733,917,110,,-0.301,-0.275
105,House,15434,52,8,MD,200,0,1,"MORELLA, Constance A.",M000941,1931,,-0.018,-0.893,-245.51184,0.766,922,99,,-0.016,-1.0
105,House,29122,52,1,MD,200,0,1,"GILCHREST, Wayne Thomas",G000180,1946,,0.204,-0.563,-217.80142,0.791,930,83,,0.213,-0.511
105,House,29355,52,4,MD,100,0,1,"WYNN, Albert Russell",W000784,1951,,-0.38,0.038,-233.37346,0.777,924,91,,-0.369,-0.001
105,House,29356,52,6,MD,200,0,1,"BARTLETT, Roscoe Gardner",B000208,1926,,0.493,-0.091,-183.14768,0.823,940,85,,0.578,0.1
105,House,29529,52,2,MD,200,0,1,"EHRLICH, Robert L., Jr.",E000093,1957,,0.36,-0.366,-218.04217,0.79,924,91,,0.409,-0.46
105,House,29587,52,7,MD,100,0,1,"CUMMINGS, Elijah Eugene",C000984,1951,2019.0,-0.438,-0.148,-188.02172,0.81748,933,76,,-0.423,-0.232
105,House,14039,3,9,MA,100,0,1,"MOAKLEY, John Joseph",M000834,1927,2001.0,-0.418,-0.054,-221.16797,0.767,833,88,,-0.412,0.06
105,House,14435,3,7,MA,100,0,1,"MARKEY, Edward John",M000133,1946,,-0.517,-0.47,-195.09855,0.80236,886,85,,-0.502,-0.443
105,House,14824,3,4,MA,100,0,1,"FRANK, Barney",F000339,1940,,-0.499,-0.534,-248.32989,0.761,909,108,,-0.524,-0.635
105,House,15427,3,8,MA,100,0,1,"KENNEDY, Joseph Patrick, II",K000110,1952,,-0.413,-0.453,-206.03815,0.798,915,86,,-0.419,-0.521
105,House,15616,3,2,MA,100,0,1,"NEAL, Richard Edmund",N000015,1949,,-0.417,-0.105,-222.22508,0.78121,900,80,,-0.41,-0.018
105,House,29123,3,1,MA,100,0,1,"OLVER, John Walter",O000085,1936,2023.0,-0.577,-0.207,-179.57007,0.824,930,74,,-0.58,-0.201
105,House,29358,3,5,MA,100,0,1,"MEEHAN, Martin Thomas",M000627,1956,,-0.39,-0.539,-235.2201,0.77,901,98,,-0.45,-0.433
105,House,29729,3,3,MA,100,0,1,"McGOVERN, James P.",M000312,1959,,-0.538,-0.351,-192.23512,0.81253,926,92,,-0.47,-0.401
105,House,29730,3,6,MA,100,0,1,"TIERNEY, John F.",T000266,1951,,-0.488,-0.433,-200.23377,0.807,932,93,,-0.483,-0.389
105,House,29731,3,10,MA,100,0,1,"DELAHUNT, Bill",D000210,1941,2024.0,-0.495,-0.293,-220.96247,0.788,928,97,,-0.518,-0.443
105,House,2605,23,16,MI,100,0,1,"DINGELL, John David, Jr.",D000355,1926,2019.0,-0.448,0.313,-332.25229,0.689,892,145,,-0.402,0.25
105,House,10713,23,14,MI,100,0,1,"CONYERS, John, Jr.",C000714,1929,2019.0,-0.658,-0.512,-220.43016,0.7732,857,76,,-0.741,-0.672
105,House,14407,23,10,MI,100,0,1,"BONIOR, David Edward",B000619,1945,,-0.547,-0.006,-244.38599,0.767,922,110,,-0.583,0.242
105,House,14430,23,9,MI,100,0,1,"KILDEE, Dale Edward",K000172,1929,2021.0,-0.385,0.011,-329.76015,0.705,945,144,,-0.281,0.271
105,House,15033,23,12,MI,100,0,1,"LEVIN, Sander Martin",L000263,1931,,-0.379,-0.091,-196.38065,0.81128,939,89,,-0.369,-0.17
105,House,15446,23,6,MI,200,0,1,"UPTON, Frederick Stephen",U000031,1953,,0.32,-0.355,-264.38966,0.75573,944,130,,0.329,-0.616
105,House,29124,23,4,MI,200,0,1,"CAMP, David Lee",C000071,1953,,0.385,-0.048,-189.83681,0.817,940,76,,0.393,-0.172
105,House,29360,23,1,MI,100,0,1,"STUPAK, Bart T.",S001045,1952,,-0.396,0.701,-331.58139,0.698,922,160,,-0.44,0.694
105,House,29361,23,2,MI,200,0,1,"HOEKSTRA, Peter",H000676,1953,,0.516,-0.262,-214.60346,0.793,926,95,,0.57,-0.448
105,House,29362,23,3,MI,200,0,1,"EHLERS, Vernon James",E000092,1934,2017.0,0.316,-0.622,-287.82156,0.733,927,130,,0.325,-0.546
105,House,29363,23,5,MI,100,0,1,"BARCIA, James A.",B000134,1952,,-0.184,0.547,-322.38803,0.704,920,151,,-0.184,0.581
105,House,29364,23,7,MI,200,0,1,"SMITH, Nick H.",S000597,1934,,0.505,-0.229,-265.80346,0.75,926,119,,0.462,-0.32
105,House,29365,23,11,MI,200,0,1,"KNOLLENBERG, Joseph",K000288,1933,2018.0,0.366,-0.053,-167.63821,0.837,942,74,,0.333,-0.032
105,House,29531,23,13,MI,100,0,1,"RIVERS, Lynn Nancy",R000281,1956,,-0.383,-0.453,-242.7571,0.773,943,116,,-0.351,-0.466
105,House,29732,23,8,MI,100,0,1,"STABENOW, Deborah Ann",S000770,1950,,-0.343,-0.019,-225.33139,0.78421,927,99,,-0.314,-0.111
105,House,29733,23,15,MI,100,0,1,"KILPATRICK, Carolyn Cheeks",K000180,1945,,-0.491,-0.172,-189.6489,0.81,902,80,,-0.502,-0.199
105,House,14265,33,8,MN,100,0,1,"OBERSTAR, James Louis",O000006,1934,2014.0,-0.553,0.304,-371.12592,0.663,903,173,,-0.513,0.598
105,House,14458,33,4,MN,100,0,1,"VENTO, Bruce Frank",V000087,1940,2000.0,-0.472,-0.376,-202.52982,0.806,938,101,,-0.503,-0.359
105,House,14656,33,5,MN,100,0,1,"SABO, Martin Olav",S000005,1938,2016.0,-0.516,-0.317,-382.93809,0.664,935,177,,-0.483,0.026
105,House,29126,33,3,MN,200,0,1,"RAMSTAD, James (Jim)",R000033,1946,2020.0,0.316,-0.683,-428.92273,0.635,946,164,,0.282,-0.875
105,House,29127,33,7,MN,100,0,1,"PETERSON, Collin Clark",P000258,1944,,-0.148,0.712,-406.67833,0.6476,936,175,,-0.136,0.81
105,House,29366,33,2,MN,100,0,1,"MINGE, David R.",M000795,1942,,-0.213,-0.131,-424.57557,0.637,940,180,,-0.253,-0.014
105,House,29532,33,1,MN,200,0,1,"GUTKNECHT, Gilbert W.",G000536,1951,,0.552,0.342,-294.33268,0.73,934,118,,0.438,0.023
105,House,29533,33,6,MN,100,0,1,"LUTHER, William Paul",L000521,1945,,-0.306,-0.381,-278.46099,0.74,924,129,,-0.296,-0.344
105,House,15637,46,5,MS,100,0,1,"TAYLOR, Gary Eugene (Gene)",T000074,1953,,-0.045,0.893,-566.71209,0.544,931,267,,-0.02,1.0
105,House,29368,46,2,MS,100,0,1,"THOMPSON, Bennie",T000193,1948,,-0.519,0.391,-249.98373,0.75956,909,120,,-0.488,0.451
105,House,29534,46,1,MS,200,0,1,"WICKER, Roger F.",W000437,1951,,0.378,0.338,-171.43803,0.83066,924,67,,0.378,0.447
105,House,29734,46,3,MS,200,0,1,"PICKERING, Charles W. (Chip), Jr.",P000323,1963,,0.342,0.325,-116.48771,0.878,897,45,,0.4,0.391
105,House,95617,46,4,MS,200,0,1,"PARKER, Michael (Mike)",P000066,1949,,0.341,0.239,-170.94901,0.82,863,66,,0.331,0.148
105,House,12009,34,1,MO,100,0,1,"CLAY, William Lacy, Sr.",C000488,1931,2025.0,-0.49,-0.872,-289.7106,0.707,834,116,,-0.553,-0.0
105,House,14421,34,3,MO,100,0,1,"GEPHARDT, Richard Andrew",G000132,1941,,-0.416,0.245,-251.17635,0.741,839,132,,-0.511,0.291
105,House,14451,34,4,MO,100,0,1,"SKELTON, Isaac Newton, IV (Ike)",S000465,1931,2013.0,-0.172,0.724,-260.24524,0.752,915,103,,-0.173,0.629
105,House,29369,34,2,MO,200,0,1,"TALENT, James Matthes",T000024,1956,,0.364,0.098,-187.03864,0.817,928,78,,0.487,-0.059
105,House,29370,34,6,MO,100,0,1,"DANNER, Patsy Ann (Pat)",D000046,1934,,-0.186,0.529,-349.62563,0.686,927,158,,-0.137,0.493
105,House,29535,34,5,MO,100,0,1,"McCARTHY, Karen",M000316,1947,2010.0,-0.344,-0.225,-226.56424,0.781,916,104,,-0.337,-0.255
105,House,29735,34,7,MO,200,0,1,"BLUNT, Roy",B000575,1950,,0.398,0.18,-170.22891,0.83208,926,70,,0.448,0.122
105,House,29736,34,8,MO,200,0,1,"EMERSON, Jo Ann",E000172,1950,,0.269,0.274,-177.94763,0.828,940,69,,0.35,0.397
105,House,29737,34,9,MO,200,0,1,"HULSHOF, Kenny",H000948,1958,,0.363,0.281,-280.17435,0.741,936,117,,0.405,-0.028
105,House,29738,64,1,MT,200,0,1,"HILL, Rick",H000605,1946,,0.424,0.587,-232.85765,0.777,924,103,,0.402,0.321
105,House,14605,35,1,NE,200,0,1,"BEREUTER, Douglas Kent",B000403,1939,,0.231,-0.347,-254.05737,0.761,928,112,,0.237,-0.109
105,House,29129,35,3,NE,200,0,1,"BARRETT, William E.",B000179,1929,2016.0,0.379,-0.073,-197.36149,0.808,927,84,,0.284,0.06
105,House,29536,35,2,NE,200,0,1,"CHRISTENSEN, Jon Lynn",C000377,1963,,0.521,-0.038,-177.42529,0.821,901,81,,0.499,-0.093
105,House,29537,65,1,NV,200,0,1,"ENSIGN, John Eric",E000194,1958,,0.508,-0.464,-503.15542,0.582,931,197,,0.689,-0.725
105,House,29739,65,2,NV,200,0,1,"GIBBONS, James A.",G000152,1944,,0.484,-0.088,-304.94107,0.718,920,122,,0.514,-0.31
105,House,29538,4,2,NH,200,0,1,"BASS, Charles Foster",B000220,1952,,0.331,-0.556,-208.47388,0.801,939,83,,0.354,-0.671
105,House,29740,4,1,NH,200,0,1,"SUNUNU, John E.",S001078,1964,,0.473,-0.52,-203.09621,0.805,934,80,,0.497,-0.383
105,House,14855,12,5,NJ,200,0,1,"ROUKEMA, Margaret Scafati",R000465,1929,2014.0,0.162,-0.701,-280.66822,0.738,922,117,,0.182,-0.643
105,House,14863,12,4,NJ,200,0,1,"SMITH, Christopher Henry",S000522,1953,,0.184,-0.171,-248.24545,0.76373,921,120,,0.222,-0.283
105,House,15112,12,3,NJ,200,0,1,"SAXTON, Hugh James",S000097,1943,,0.238,-0.378,-224.75787,0.785,929,110,,0.234,-0.283
105,House,15454,12,6,NJ,100,0,1,"PALLONE, Frank, Jr.",P000034,1951,,-0.402,-0.163,-261.2605,0.75417,926,140,,-0.465,0.076
105,House,15619,12,10,NJ,100,0,1,"PAYNE, Donald Milford",P000149,1934,2012.0,-0.592,-0.547,-155.00723,0.835,860,61,,-0.602,-0.58
105,House,29132,12,1,NJ,100,0,1,"ANDREWS, Robert Ernest",A000210,1957,,-0.297,-0.119,-305.38415,0.702,862,141,,-0.381,-0.058
105,House,29371,12,7,NJ,200,0,1,"FRANKS, Robert Douglas",F000349,1951,2010.0,0.259,-0.836,-221.95074,0.788,933,93,,0.252,-0.79
105,House,29373,12,13,NJ,100,0,1,"MENENDEZ, Robert",M000639,1954,,-0.366,-0.126,-256.95192,0.75837,929,124,,-0.391,0.018
105,House,29539,12,2,NJ,200,0,1,"LoBIONDO, Frank A.",L000554,1946,,0.211,-0.224,-407.89285,0.64856,942,173,,0.252,-0.348
105,House,29541,12,11,NJ,200,0,1,"FRELINGHUYSEN, Rodney P.",F000372,1946,,0.292,-0.262,-256.97186,0.76059,939,115,,0.259,-0.686
105,House,29741,12,8,NJ,100,0,1,"PASCRELL, William J., Jr.",P000096,1937,2024.0,-0.369,-0.004,-312.04728,0.7147,929,157,,-0.313,0.166
105,House,29742,12,9,NJ,100,0,1,"ROTHMAN, Steven",R000462,1952,,-0.352,-0.092,-224.78452,0.783,918,107,,-0.301,-0.206
105,House,29743,12,12,NJ,200,0,1,"PAPPAS, Michael James",P000049,1960,,0.361,-0.319,-223.74331,0.789,946,106,,0.361,-0.319
105,House,14861,66,2,NM,200,0,1,"SKEEN, Joseph Richard",S000463,1927,2003.0,0.301,0.034,-172.59274,0.833,944,65,,0.275,0.107
105,House,15055,66,3,NM,100,1,1,"RICHARDSON, Bill",R000229,1947,2023.0,-0.321,0.227,,,,,,-0.328,-0.23
105,House,15624,66,1,NM,200,1,1,"SCHIFF, Steven Harvey",S000125,1947,1998.0,0.196,-0.261,-20.21905,0.683,53,9,,0.116,-0.169
105,House,29772,66,3,NM,200,2,2,"REDMOND, William Thomas",R000567,1954,,0.3,0.317,-143.05772,0.839,817,55,,0.301,0.279
105,House,29779,66,1,NM,200,2,2,"WILSON, Heather",W000789,1960,,0.247,-0.027,-50.12575,0.794,217,18,,0.305,-0.034
105,House,13035,13,15,NY,100,0,1,"RANGEL, Charles B.",R000053,1930,2025.0,-0.514,-0.341,-195.44075,0.794,848,86,,-0.497,-0.303
105,House,14015,13,20,NY,200,0,1,"GILMAN, Benjamin Arthur",G000212,1922,2016.0,0.043,-0.425,-253.79227,0.761,929,98,,0.127,-0.653
105,House,14248,13,29,NY,100,0,1,"LaFALCE, John Joseph",L000556,1939,2025.0,-0.357,0.112,-328.63302,0.698,915,161,,-0.429,0.377
105,House,14662,13,22,NY,200,0,1,"SOLOMON, Gerald Brooks Hunt",S000675,1930,2001.0,0.492,-0.333,-174.68578,0.825,910,68,,0.516,0.2
105,House,14858,13,9,NY,100,0,1,"SCHUMER, Charles Ellis (Chuck)",S000148,1950,,-0.355,-0.411,-175.33801,0.80812,823,70,,-0.346,-0.342
105,House,15000,13,5,NY,100,0,1,"ACKERMAN, Gary Leonard",A000022,1942,,-0.429,-0.165,-168.33955,0.824,872,60,,-0.426,-0.249
105,House,15007,13,23,NY,200,0,1,"BOEHLERT, Sherwood Louis",B000586,1936,2021.0,0.103,-0.718,-216.16538,0.794,938,84,,0.116,-0.652
105,House,15050,13,11,NY,100,0,1,"OWENS, Major Robert Odell",O000159,1936,2013.0,-0.569,-0.516,-165.62441,0.831,895,62,,-0.577,-0.569
105,House,15072,13,10,NY,100,0,1,"TOWNS, Edolphus",T000326,1934,,-0.519,-0.132,-232.62882,0.757,834,102,,-0.514,-0.163
105,House,15107,13,7,NY,100,0,1,"MANTON, Thomas J.",M000117,1932,2006.0,-0.361,0.382,-243.56531,0.758,877,99,,-0.306,0.255
105,House,15412,13,6,NY,100,1,1,"FLAKE, Floyd Harold",F000184,1945,,-0.455,-0.092,-156.05249,0.69,420,60,,-0.318,0.015
105,House,15423,13,31,NY,200,0,1,"HOUGHTON, Amory, Jr.",H000814,1926,2020.0,0.154,-0.281,-277.11099,0.728,874,105,,0.129,-0.355
105,House,15444,13,28,NY,100,0,1,"SLAUGHTER, Louise McIntosh",S000480,1929,2018.0,-0.465,-0.104,-205.45786,0.7961,901,97,,-0.49,-0.042
105,House,15603,13,17,NY,100,0,1,"ENGEL, Eliot Lance",E000179,1947,2026.0,-0.408,-0.093,-199.23979,0.80062,896,89,,-0.42,-0.282
105,House,15612,13,18,NY,100,0,1,"LOWEY, Nita M.",L000480,1937,2025.0,-0.389,-0.152,-213.78115,0.79345,924,98,,-0.419,-0.375
105,House,15614,13,21,NY,100,0,1,"McNULTY, Michael Robert",M000590,1947,,-0.369,0.369,-334.00076,0.677,855,177,,-0.489,0.382
105,House,15618,13,27,NY,200,0,1,"PAXON, L. William",P000148,1954,,0.472,-0.167,-130.39858,0.866,904,51,,0.508,0.114
105,House,15630,13,25,NY,200,0,1,"WALSH, James T.",W000099,1947,,0.208,-0.19,-207.67884,0.8,932,83,,0.19,-0.166
105,House,15639,13,13,NY,200,1,1,"MOLINARI, Susan",M000843,1958,,0.256,-0.5,-40.13964,0.837,226,17,,0.255,-0.423
105,House,29134,13,16,NY,100,0,1,"SERRANO, José E.",S000248,1943,,-0.491,-0.377,-188.7161,0.81345,914,82,,-0.484,-0.439
105,House,29374,13,2,NY,200,0,1,"LAZIO, Enrico A. (Rick)",L000155,1958,,0.216,-0.588,-209.60343,0.797,924,83,,0.204,-0.528
105,House,29375,13,3,NY,200,0,1,"KING, Peter T.",K000210,1944,,0.259,-0.03,-284.7859,0.73452,923,122,,0.195,0.084
105,House,29377,13,8,NY,100,0,1,"NADLER, Jerrold Lewis",N000002,1947,,-0.507,-0.472,-171.03459,0.82728,902,73,,-0.497,-0.581
105,House,29378,13,12,NY,100,0,1,"VELÁZQUEZ, Nydia M.",V000081,1953,,-0.547,-0.37,-200.83308,0.7996,898,93,,-0.566,-0.404
105,House,29379,13,14,NY,100,0,1,"MALONEY, Carolyn Bosher",M000087,1946,,-0.387,-0.285,-218.60534,0.7883,919,93,,-0.406,-0.152
105,House,29380,13,26,NY,100,0,1,"HINCHEY, Maurice Dunlea",H000627,1938,2017.0,-0.575,-0.007,-206.01927,0.798,912,92,,-0.573,-0.069
105,House,29381,13,30,NY,200,0,1,"QUINN, John Francis (Jack)",Q000016,1951,,0.198,-0.223,-204.51146,0.798,905,76,,0.172,-0.164
105,House,29542,13,1,NY,200,0,1,"FORBES, Michael Patrick",F000257,1952,,0.109,-0.112,-376.83356,0.645,859,172,,0.069,-0.07
105,House,29544,13,19,NY,200,0,1,"KELLY, Sue W.",K000078,1936,,0.231,-0.564,-210.32776,0.799,937,80,,0.202,-0.638
105,House,29744,13,4,NY,100,0,1,"MCCARTHY, Carolyn",M000309,1944,2025.0,-0.294,-0.04,-291.04512,0.732,933,132,,-0.263,-0.209
105,House,29773,13,13,NY,200,2,2,"FOSSELLA, Vito John",F000440,1965,,0.426,-0.336,-92.80967,0.819,466,44,,0.453,-0.225
105,House,29776,13,6,NY,100,2,2,"MEEKS, Gregory W.",M001137,1953,,-0.415,-0.061,-81.43065,0.79806,361,33,,-0.575,-0.416
105,House,39316,13,24,NY,200,0,1,"McHUGH, John Michael",M000472,1948,,0.225,-0.063,-226.60188,0.782,920,96,,0.188,0.001
105,House,14233,47,8,NC,100,0,1,"HEFNER, Willie Gathrel (Bill)",H000448,1930,2009.0,-0.264,0.609,-279.3889,0.713,825,139,,-0.39,0.392
105,House,15092,47,6,NC,200,0,1,"COBLE, Howard",C000556,1931,2015.0,0.52,-0.081,-209.41614,0.797,924,90,,0.619,-0.036
105,House,15402,47,10,NC,200,0,1,"BALLENGER, Cass",B000104,1926,2015.0,0.464,-0.145,-161.27939,0.837,905,72,,0.434,0.003
105,House,15438,47,4,NC,100,0,1,"PRICE, David Eugene",P000523,1940,,-0.343,-0.03,-216.91503,0.79275,934,94,,-0.287,0.015
105,House,29135,47,11,NC,200,0,1,"TAYLOR, Charles Hart",T000067,1941,,0.488,0.116,-150.8078,0.841,868,60,,0.451,0.174
105,House,29382,47,1,NC,100,0,1,"CLAYTON, Eva M.",C000494,1934,,-0.459,-0.032,-208.18429,0.792,893,92,,-0.444,0.05
105,House,29383,47,12,NC,100,0,1,"WATT, Melvin L.",W000207,1945,,-0.526,-0.155,-251.72412,0.764,937,114,,-0.51,-0.16
105,House,29546,47,3,NC,200,0,1,"JONES, Walter Beaman, Jr.",J000255,1943,2019.0,0.244,-0.362,-392.5885,0.65742,936,187,,0.603,0.203
105,House,29548,47,5,NC,200,0,1,"BURR, Richard M.",B001135,1955,,0.435,-0.07,-173.53955,0.82638,910,87,,0.442,0.027
105,House,29549,47,9,NC,200,0,1,"MYRICK, Sue",M001134,1941,,0.56,0.027,-156.80879,0.843,916,70,,0.541,0.03
105,House,29745,47,2,NC,100,0,1,"ETHERIDGE, Bobby R.",E000226,1941,,-0.288,0.288,-233.84405,0.777,929,92,,-0.28,0.325
105,House,29746,47,7,NC,100,0,1,"McINTYRE, Mike",M000485,1956,,-0.148,0.56,-289.47588,0.732,926,137,,-0.124,0.579
105,House,29384,36,1,ND,100,0,1,"POMEROY, Earl Ralph, III",P000422,1952,,-0.266,0.339,-262.53892,0.747,902,105,,-0.271,0.309
105,House,12030,24,11,OH,100,0,1,"STOKES, Louis",S000948,1925,2015.0,-0.578,-0.312,-200.16879,0.795,874,93,,-0.477,-0.268
105,House,14045,24,16,OH,200,0,1,"REGULA, Ralph Straus",R000141,1924,2017.0,0.221,-0.223,-192.83235,0.815,943,81,,0.254,-0.131
105,House,14632,24,3,OH,100,0,1,"HALL, Tony Patrick",H000074,1942,,-0.28,0.155,-328.69405,0.696,906,160,,-0.226,0.254
105,House,14875,24,4,OH,200,0,1,"OXLEY, Michael Garver",O000163,1944,2016.0,0.382,-0.093,-168.71499,0.828,894,75,,0.296,0.021
105,House,15029,24,9,OH,100,0,1,"KAPTUR, Marcia Carolyn (Marcy)",K000009,1946,,-0.341,0.136,-296.16359,0.71231,873,143,,-0.356,0.363
105,House,15030,24,12,OH,200,0,1,"KASICH, John Richard",K000016,1952,,0.314,0.013,-189.50384,0.813,913,85,,0.459,-0.314
105,House,15121,24,17,OH,100,0,1,"TRAFICANT, James A., Jr.",T000350,1941,2014.0,-0.082,0.071,-573.65754,0.541,935,290,,0.075,0.275
105,House,15442,24,14,OH,100,0,1,"SAWYER, Thomas Charles",S000094,1945,2023.0,-0.377,-0.114,-195.81055,0.811,935,72,,-0.382,-0.132
105,House,15604,24,5,OH,200,0,1,"GILLMOR, Paul Eugene",G000210,1939,2007.0,0.254,0.106,-244.3274,0.767,919,105,,0.332,-0.118
105,House,29136,24,7,OH,200,0,1,"HOBSON, David Lee",H000666,1936,2024.0,0.315,-0.229,-188.68087,0.818,942,83,,0.369,-0.4
105,House,29137,24,8,OH,200,0,1,"BOEHNER, John Andrew",B000589,1949,,0.513,0.04,-134.28724,0.865,929,48,,0.421,0.163
105,House,29386,24,2,OH,200,0,1,"PORTMAN, Robert Jones (Rob)",P000449,1955,,0.371,-0.208,-168.38159,0.83357,925,66,,0.388,-0.295
105,House,29389,24,13,OH,100,0,1,"BROWN, Sherrod",B000944,1952,,-0.425,-0.097,-222.62284,0.78424,916,103,,-0.481,-0.18
105,House,29390,24,15,OH,200,0,1,"PRYCE, Deborah D.",P000555,1951,,0.32,-0.329,-165.9906,0.818,824,77,,0.355,-0.406
105,House,29550,24,1,OH,200,0,1,"CHABOT, Steve",C000266,1953,,0.542,-0.137,-276.95694,0.74573,944,123,,0.571,-0.438
105,House,29552,24,18,OH,200,0,1,"NEY, Robert William",N000081,1954,,0.269,0.116,-240.13417,0.77,921,104,,0.257,0.012
105,House,29553,24,19,OH,200,0,1,"LaTOURETTE, Steven C.",L000553,1954,2016.0,0.211,-0.063,-232.86269,0.777,923,99,,0.213,-0.251
105,House,29747,24,6,OH,100,0,1,"STRICKLAND, Ted",S001004,1941,,-0.384,0.404,-312.8722,0.715,932,139,,-0.329,0.194
105,House,29748,24,10,OH,100,0,1,"KUCINICH, Dennis",K000336,1946,,-0.582,0.024,-529.76506,0.569,940,238,,-0.437,0.365
105,House,29392,53,5,OK,200,0,1,"ISTOOK, Ernest James, Jr.",I000047,1950,,0.492,0.129,-150.88089,0.843,885,55,,0.549,0.145
105,House,29393,53,6,OK,200,0,1,"LUCAS, Frank D.",L000491,1960,,0.361,0.454,-151.13324,0.85177,942,56,,0.411,0.32
105,House,29554,53,1,OK,200,0,1,"LARGENT, Steve",L000096,1954,,0.617,-0.033,-232.26249,0.771,892,95,,0.613,-0.061
105,House,29555,53,2,OK,200,0,1,"COBURN, Thomas Allen",C000560,1948,2020.0,0.782,0.055,-220.8113,0.78,889,88,,0.732,0.152
105,House,29556,53,4,OK,200,0,1,"WATTS, Julius Caesar, Jr. (J. C.)",W000210,1957,,0.406,0.286,-237.58114,0.775,931,97,,0.448,0.185
105,House,29749,53,3,OK,200,0,1,"WATKINS, Wesley Wade",W000194,1938,,0.368,0.374,-145.25675,0.854,917,53,,0.362,0.295
105,House,15063,72,2,OR,200,0,1,"SMITH, Robert Freeman",S000607,1931,2020.0,0.396,-0.203,-133.22043,0.855,852,59,,0.342,0.195
105,House,15410,72,4,OR,100,0,1,"DeFAZIO, Peter Anthony",D000191,1947,,-0.427,-0.002,-411.06409,0.63653,910,201,,-0.599,0.144
105,House,29394,72,1,OR,100,0,1,"FURSE, Elizabeth",F000434,1936,2021.0,-0.457,-0.438,-206.10892,0.784,847,90,,-0.564,-0.535
105,House,29588,72,3,OR,100,0,1,"BLUMENAUER, Earl",B000574,1948,,-0.426,-0.626,-218.4351,0.78804,917,84,,-0.393,-0.523
105,House,29750,72,5,OR,100,0,1,"HOOLEY, Darlene",H000762,1939,,-0.315,-0.075,-243.47216,0.772,939,114,,-0.322,-0.265
105,House,10607,14,10,PA,200,0,1,"McDADE, Joseph Michael",M000399,1931,2017.0,0.093,-0.355,-255.86129,0.72,778,119,,0.219,-0.083
105,House,14052,14,9,PA,200,0,1,"SHUSTER, E. G. (Bud)",S000394,1932,2023.0,0.416,0.144,-163.93064,0.834,901,59,,0.407,0.04
105,House,14072,14,12,PA,100,0,1,"MURTHA, John Patrick, Jr.",M001120,1932,2010.0,-0.265,0.569,-365.57819,0.671,916,152,,-0.203,0.452
105,House,14288,14,19,PA,200,0,1,"GOODLING, William Franklin",G000291,1927,2017.0,0.336,-0.494,-256.73083,0.755,914,115,,0.405,-0.067
105,House,14808,14,14,PA,100,0,1,"COYNE, William Joseph",C000846,1936,2013.0,-0.494,-0.119,-190.81743,0.816,941,88,,-0.496,-0.131
105,House,14823,14,1,PA,100,1,1,"FOGLIETTA, Thomas Michael",F000235,1928,2004.0,-0.506,-0.057,-97.94808,0.771,377,43,,-0.515,0.073
105,House,15008,14,3,PA,100,0,1,"BORSKI, Robert Anthony, Jr.",B000644,1948,,-0.416,0.406,-293.64979,0.727,923,154,,-0.425,0.449
105,House,15026,14,17,PA,200,0,1,"GEKAS, George William",G000121,1930,2021.0,0.426,-0.295,-197.82825,0.806,917,83,,0.34,-0.068
105,House,15104,14,11,PA,100,0,1,"KANJORSKI, Paul E.",K000008,1937,,-0.303,0.364,-354.16579,0.686,940,169,,-0.336,0.301
105,House,15447,14,7,PA,200,0,1,"WELDON, Wayne Curtis (Curt)",W000268,1947,,0.232,-0.324,-190.58246,0.805,879,81,,0.243,-0.291
105,House,29395,14,4,PA,100,0,1,"KLINK, Ronald",K000270,1951,,-0.31,0.526,-337.02239,0.695,926,155,,-0.282,0.484
105,House,29396,14,6,PA,100,0,1,"HOLDEN, Thomas Timothy (Tim)",H000712,1957,,-0.233,0.608,-277.29049,0.744,936,121,,-0.202,0.486
105,House,29397,14,8,PA,200,0,1,"GREENWOOD, James Charles",G000439,1951,,0.225,-0.632,-223.0707,0.78,900,93,,0.244,-0.813
105,House,29399,14,15,PA,100,0,1,"MCHALE, Paul F., Jr.",M000466,1950,,-0.242,-0.002,-277.72705,0.744,938,115,,-0.247,-0.041
105,House,29559,14,2,PA,100,0,1,"FATTAH, Chaka",F000043,1956,,-0.472,-0.054,-198.76049,0.799,888,76,,-0.474,-0.175
105,House,29560,14,13,PA,200,0,1,"FOX, Jon D.",F000332,1947,2018.0,0.199,-0.368,-362.49622,0.679,938,150,,0.229,-0.414
105,House,29561,14,18,PA,100,0,1,"DOYLE, Michael F.",D000482,1953,,-0.331,0.099,-361.06897,0.67568,921,173,,-0.232,0.367
105,House,29562,14,20,PA,100,0,1,"MASCARA, Frank R.",M000212,1930,2011.0,-0.271,0.467,-250.43188,0.767,945,102,,-0.248,0.389
105,House,29563,14,21,PA,200,0,1,"ENGLISH, Philip Sheridan",E000187,1956,,0.251,0.053,-424.60289,0.634,933,162,,0.272,-0.229
