congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
106,House,29320,71,38,CA,200,0,1,"HORN, John Stephen (Steve)",H000789,1931,2011.0,0.167,-0.651,-224.48484,0.771,864,102,,0.149,-0.663
106,House,29321,71,39,CA,200,0,1,"ROYCE, Edward Randall",R000487,1951,,0.657,-0.353,-211.33878,0.77803,842,92,,0.729,-0.385
106,House,29323,71,43,CA,200,0,1,"CALVERT, Ken",C000059,1953,,0.34,0.278,-147.66084,0.8424,861,61,,0.331,0.05
106,House,29325,71,50,CA,100,0,1,"FILNER, Bob",F000116,1942,2025.0,-0.652,0.002,-155.75347,0.828,827,61,,-0.699,0.169
106,House,29504,71,16,CA,100,0,1,"LOFGREN, Zoe",L000397,1947,,-0.396,-0.398,-230.39963,0.74841,795,102,,-0.406,-0.571
106,House,29505,71,19,CA,200,0,1,"RADANOVICH, George P.",R000004,1955,,0.484,0.18,-144.08034,0.842,835,59,,0.487,0.215
106,House,29508,71,49,CA,200,0,1,"BILBRAY, Brian P.",B000461,1951,,0.392,-0.376,-448.49372,0.573,805,203,,0.307,-0.635
106,House,29586,71,37,CA,100,0,1,"MILLENDER-MCDONALD, Juanita",M000714,1938,2007.0,-0.438,-0.16,-118.28959,0.868,833,35,,-0.436,-0.172
106,House,29705,71,10,CA,100,0,1,"TAUSCHER, Ellen O'Kane",T000057,1951,2019.0,-0.308,-0.169,-229.52938,0.768,868,105,,-0.276,-0.122
106,House,29707,71,24,CA,100,0,1,"SHERMAN, Brad",S000344,1954,,-0.345,-0.139,-196.63823,0.79729,868,84,,-0.336,-0.22
106,House,29708,71,27,CA,200,0,1,"ROGAN, James E.",R000386,1957,,0.475,-0.088,-266.51467,0.726,832,111,,0.473,-0.232
106,House,29709,71,46,CA,100,0,1,"SANCHEZ, Loretta",S000030,1960,,-0.367,0.025,-203.1561,0.786,843,83,,-0.361,-0.023
106,House,29774,71,22,CA,100,0,1,"CAPPS, Lois",C001036,1938,,-0.389,-0.227,-184.58256,0.801,830,87,,-0.309,-0.131
106,House,29775,71,44,CA,200,0,1,"BONO, Mary",B001228,1961,,0.353,-0.218,-197.49036,0.79,840,94,,0.299,-0.172
106,House,29778,71,9,CA,100,0,1,"LEE, Barbara",L000551,1946,,-0.676,-0.582,-155.7509,0.83452,861,55,,-0.679,-0.734
106,House,29901,71,1,CA,100,0,1,"THOMPSON, Michael",T000460,1951,,-0.392,0.072,-321.92012,0.69101,871,149,,-0.404,0.328
106,House,29902,71,3,CA,200,0,1,"OSE, Doug",O000164,1955,,0.289,-0.316,-221.80607,0.773,862,100,,0.276,-0.285
106,House,29903,71,34,CA,100,0,1,"NAPOLITANO, Grace Flores",N000179,1936,,-0.448,-0.247,-178.8301,0.81047,851,62,,-0.377,-0.082
106,House,29904,71,36,CA,200,0,1,"KUYKENDALL, Steven T.",K000357,1947,2021.0,0.219,-0.462,-182.42853,0.805,842,71,,0.22,-0.464
106,House,29905,71,41,CA,200,0,1,"MILLER, Gary G.",M001139,1948,,0.478,0.222,-156.73057,0.833,856,62,,0.531,-0.019
106,House,29942,71,42,CA,100,2,2,"BACA, Joe",B001234,1947,,-0.349,0.292,-106.73248,0.764,397,43,,-0.266,0.409
106,House,94879,71,31,CA,200,0,1,"MARTÍNEZ, Matthew G.",M000206,1929,2011.0,0.371,-0.107,-6.70122,0.912,73,1,,0.357,-0.032
106,House,15419,62,5,CO,200,0,1,"HEFLEY, Joel M.",H000444,1935,,0.591,0.13,-336.04992,0.67,840,153,,0.69,0.204
106,House,29326,62,3,CO,200,0,1,"McINNIS, Scott",M000477,1953,,0.391,-0.083,-208.76296,0.778,830,87,,0.459,-0.179
106,House,29710,62,1,CO,100,0,1,"DEGETTE, Diana",D000197,1957,,-0.431,-0.309,-165.83643,0.82123,842,66,,-0.436,-0.462
106,House,29711,62,4,CO,200,0,1,"SCHAFFER, Robert W.",S000112,1962,,0.638,0.77,-338.66168,0.672,851,157,,0.846,0.532
106,House,29906,62,2,CO,100,0,1,"UDALL, Mark",U000038,1950,,-0.353,0.049,-248.50087,0.749,861,108,,-0.438,-0.09
106,House,29907,62,6,CO,200,0,1,"TANCREDO, Thomas G.",T000458,1945,,0.75,-0.022,-237.61298,0.752,834,112,,0.689,-0.175
106,House,14825,1,2,CT,100,0,1,"GEJDENSON, Samuel",G000120,1948,,-0.416,-0.486,-187.85971,0.803,854,81,,-0.425,-0.17
106,House,15028,1,6,CT,200,0,1,"JOHNSON, Nancy Lee",J000163,1935,,0.122,-0.513,-219.2016,0.772,849,91,,0.17,-0.748
106,House,15449,1,4,CT,200,0,1,"SHAYS, Christopher H.",S001144,1945,,0.129,-0.992,-260.7195,0.732,835,115,,0.239,-0.971
106,House,29109,1,3,CT,100,0,1,"DeLAURO, Rosa L.",D000216,1943,,-0.414,-0.106,-134.30601,0.8571,871,44,,-0.421,-0.144
106,House,29712,1,5,CT,100,0,1,"MALONEY, James H.",M000090,1948,,-0.244,-0.053,-308.45935,0.697,856,136,,-0.248,-0.059
106,House,29908,1,1,CT,100,0,1,"LARSON, John B.",L000557,1948,,-0.396,-0.04,-166.40902,0.82276,853,60,,-0.367,-0.132
106,House,29327,11,1,DE,200,0,1,"CASTLE, Michael Newbold",C000243,1939,2025.0,0.229,-0.7,-215.30033,0.781,869,96,,0.226,-0.775
106,House,13047,43,10,FL,200,0,1,"YOUNG, Charles William (Bill)",Y000031,1930,2013.0,0.325,-0.112,-153.16624,0.829,818,57,,0.279,0.034
106,House,14842,43,8,FL,200,0,1,"McCOLLUM, Ira William, Jr. (Bill)",M000350,1944,,0.377,-0.101,-126.8454,0.824,654,44,,0.314,-0.153
106,House,14860,43,22,FL,200,0,1,"SHAW, Eugene Clay, Jr.",S000303,1939,2013.0,0.3,-0.142,-166.57735,0.818,831,69,,0.294,-0.341
106,House,15006,43,9,FL,200,0,1,"BILIRAKIS, Michael",B000463,1930,,0.382,-0.219,-169.36189,0.822,864,71,,0.302,0.082
106,House,15605,43,14,FL,200,0,1,"GOSS, Porter J.",G000336,1938,,0.421,-0.394,-170.03509,0.821,864,68,,0.429,-0.267
106,House,15627,43,6,FL,200,0,1,"STEARNS, Clifford Bundy",S000822,1941,,0.554,-0.075,-199.35466,0.792,857,85,,0.6,-0.004
106,House,15634,43,18,FL,200,0,1,"ROS-LEHTINEN, Ileana",R000435,1952,,0.244,-0.225,-182.64438,0.79945,816,72,,0.257,-0.214
106,House,29328,43,3,FL,100,0,1,"BROWN, Corrine",B000911,1946,,-0.429,0.192,-166.21049,0.817,822,57,,-0.394,0.049
106,House,29329,43,4,FL,200,0,1,"FOWLER, Tillie Kidd",F000328,1942,2005.0,0.329,-0.209,-158.87108,0.823,817,65,,0.348,-0.179
106,House,29330,43,5,FL,100,0,1,"THURMAN, Karen L.",T000253,1951,,-0.304,0.273,-213.61034,0.775,839,89,,-0.353,0.213
106,House,29331,43,7,FL,200,0,1,"MICA, John L.",M000689,1943,,0.453,0.137,-175.00803,0.814,851,74,,0.419,-0.026
106,House,29332,43,12,FL,200,0,1,"CANADY, Charles Terrance",C000107,1954,,0.382,0.031,-145.90836,0.843,857,52,,0.37,0.064
106,House,29333,43,13,FL,200,0,1,"MILLER, Daniel",M000720,1942,,0.453,-0.494,-196.06716,0.794,851,87,,0.49,-0.537
106,House,29334,43,17,FL,100,0,1,"MEEK, Carrie P.",M000628,1926,2021.0,-0.483,0.12,-186.21945,0.794,809,71,,-0.474,-0.012
106,House,29335,43,20,FL,100,0,1,"DEUTSCH, Peter R.",D000275,1957,,-0.324,-0.115,-226.72611,0.768,860,102,,-0.327,-0.131
106,House,29336,43,21,FL,200,0,1,"DIAZ-BALART, Lincoln",D000299,1954,2025.0,0.243,-0.105,-209.46652,0.781,846,87,,0.23,-0.145
106,House,29337,43,23,FL,100,0,1,"HASTINGS, Alcee Lamar",H000324,1936,2021.0,-0.564,0.157,-168.52284,0.80833,792,65,,-0.579,0.18
106,House,29509,43,15,FL,200,0,1,"WELDON, David Joseph",W000267,1953,,0.471,0.146,-158.14206,0.831,852,51,,0.457,0.054
106,House,29510,43,16,FL,200,0,1,"FOLEY, Mark A.",F000238,1954,,0.311,-0.381,-217.0885,0.778,863,99,,0.241,-0.429
106,House,29713,43,2,FL,100,0,1,"BOYD, F. Allen, Jr.",B000716,1945,,-0.181,0.414,-288.77641,0.713,854,140,,-0.169,0.359
106,House,29714,43,11,FL,100,0,1,"DAVIS, Jim",D000114,1957,,-0.278,0.025,-218.60968,0.775,856,97,,-0.266,0.104
106,House,29715,43,19,FL,100,0,1,"WEXLER, Robert",W000314,1961,,-0.392,-0.193,-169.31538,0.816,831,69,,-0.372,-0.196
106,House,39508,43,1,FL,200,0,1,"SCARBOROUGH, Charles Joseph",S000106,1963,,0.672,-0.433,-242.72762,0.707,699,107,,0.535,-0.411
106,House,15431,44,5,GA,100,0,1,"LEWIS, John R.",L000287,1940,2020.0,-0.589,-0.221,-157.80625,0.82761,834,77,,-0.566,-0.156
106,House,29338,44,1,GA,200,0,1,"KINGSTON, Jack",K000220,1955,,0.54,0.302,-189.74017,0.798,842,92,,0.522,0.144
106,House,29339,44,2,GA,100,0,1,"BISHOP, Sanford Dixon, Jr.",B000490,1947,,-0.289,0.447,-285.24345,0.71121,837,114,,-0.187,0.365
106,House,29340,44,3,GA,200,0,1,"COLLINS, Michael Allen (Mac)",C000640,1944,2018.0,0.536,0.324,-166.21418,0.822,846,70,,0.574,0.148
106,House,29341,44,11,GA,200,0,1,"LINDER, John Elmer",L000321,1942,,0.559,-0.008,-161.13737,0.827,846,67,,0.536,-0.111
106,House,29344,44,4,GA,100,0,1,"McKINNEY, Cynthia Ann",M000523,1955,,-0.533,-0.583,-251.3641,0.742,844,111,,-0.543,-0.758
106,House,29511,44,7,GA,200,0,1,"BARR, Bob",B000169,1948,,0.632,0.218,-210.19086,0.779,843,87,,0.639,0.253
106,House,29512,44,8,GA,200,0,1,"CHAMBLISS, Saxby",C000286,1943,,0.423,0.205,-138.85637,0.851,859,62,,0.356,0.268
106,House,29513,44,10,GA,200,0,1,"NORWOOD, Charles W., Jr.",N000159,1941,2007.0,0.533,0.469,-163.91778,0.822,838,68,,0.43,0.371
106,House,29909,44,6,GA,200,2,2,"ISAKSON, Johnny",I000055,1944,2021.0,0.402,-0.011,-184.58712,0.80377,845,72,,0.3,-0.158
106,House,99342,44,9,GA,200,0,1,"DEAL, John Nathan",D000168,1942,,0.581,0.139,-205.57462,0.787,857,89,,0.418,0.06
106,House,10757,82,2,HI,100,0,1,"MINK, Patsy Takemoto",M000797,1927,2002.0,-0.513,-0.067,-249.95751,0.749,864,99,,-0.431,-0.197
106,House,15245,82,1,HI,100,0,1,"ABERCROMBIE, Neil",A000014,1938,,-0.432,-0.026,-264.58433,0.731,845,98,,-0.343,-0.199
106,House,29514,63,1,ID,200,0,1,"CHENOWETH-HAGE, Helen P.",C000345,1938,2006.0,0.797,0.526,-238.63046,0.726,746,111,,0.872,0.49
106,House,29910,63,2,ID,200,0,1,"SIMPSON, Michael K.",S001148,1950,,0.296,0.314,-175.67306,0.81505,859,70,,0.386,0.061
106,House,12041,21,8,IL,200,0,1,"CRANE, Philip Miller",C000873,1930,2014.0,0.739,0.023,-243.97476,0.736,795,117,,0.692,-0.188
106,House,14239,21,6,IL,200,0,1,"HYDE, Henry John",H001022,1924,2007.0,0.312,-0.18,-186.36494,0.802,845,83,,0.324,-0.167
106,House,14677,21,10,IL,200,0,1,"PORTER, John Edward",P000444,1935,2022.0,0.217,-0.604,-254.07568,0.736,828,112,,0.133,-0.825
106,House,15023,21,17,IL,100,0,1,"EVANS, Lane Allen",E000250,1951,2014.0,-0.454,-0.181,-207.17945,0.787,864,87,,-0.439,-0.026
106,House,15036,21,3,IL,100,0,1,"LIPINSKI, William Oliver",L000342,1937,,-0.176,0.3,-354.54597,0.642,801,160,,-0.199,0.33
106,House,15417,21,14,IL,200,0,1,"HASTERT, John Dennis",H000323,1942,,0.443,-0.122,-23.25587,0.898,217,9,,0.434,-0.143
106,House,15453,21,12,IL,100,0,1,"COSTELLO, Jerry Francis",C000794,1949,,-0.317,0.657,-330.92036,0.679,855,182,,-0.366,0.833
106,House,29115,21,15,IL,200,0,1,"EWING, Thomas W.",E000282,1935,,0.361,-0.094,-171.0891,0.813,824,78,,0.372,-0.208
106,House,29346,21,1,IL,100,0,1,"RUSH, Bobby L.",R000515,1946,,-0.479,-0.203,-131.72725,0.84369,775,48,,-0.507,-0.35
106,House,29348,21,4,IL,100,0,1,"GUTIÉRREZ, Luis V.",G000535,1953,,-0.487,-0.26,-225.19273,0.75545,803,98,,-0.529,-0.07
106,House,29349,21,16,IL,200,0,1,"MANZULLO, Donald A.",M001138,1944,,0.51,0.0,-242.25517,0.754,858,106,,0.625,-0.105
106,House,29516,21,11,IL,200,0,1,"WELLER, Gerald C. (Jerry)",W000273,1957,,0.288,0.2,-373.9438,0.644,850,148,,0.356,-0.142
106,House,29517,21,18,IL,200,0,1,"LAHOOD, Ray H.",L000552,1945,,0.246,-0.076,-241.40749,0.755,857,112,,0.293,-0.194
106,House,29585,21,2,IL,100,0,1,"JACKSON, Jesse L., Jr.",J000283,1965,,-0.538,-0.513,-175.31476,0.818,873,73,,-0.627,-0.779
106,House,29716,21,5,IL,100,0,1,"BLAGOJEVICH, Rod R.",B000518,1956,,-0.317,-0.188,-205.449,0.782,835,94,,-0.316,-0.256
106,House,29717,21,7,IL,100,0,1,"DAVIS, Danny K.",D000096,1941,,-0.487,-0.266,-139.99916,0.84598,837,56,,-0.536,-0.501
106,House,29718,21,20,IL,200,0,1,"SHIMKUS, John M.",S000364,1958,,0.375,0.154,-173.16994,0.8197,871,68,,0.342,0.158
106,House,29911,21,9,IL,100,0,1,"SCHAKOWSKY, Janice D.",S001145,1944,,-0.602,-0.289,-167.19852,0.82029,844,60,,-0.531,-0.473
106,House,29912,21,13,IL,200,0,1,"BIGGERT, Judy Borg",B001232,1937,,0.323,-0.372,-224.97909,0.772,870,123,,0.327,-0.598
106,House,29913,21,19,IL,100,0,1,"PHELPS, David Dwain",P000584,1947,,-0.207,0.715,-310.97656,0.699,870,137,,-0.239,0.622
106,House,15014,22,6,IN,200,0,1,"BURTON, Danny Lee",B001149,1938,,0.585,-0.026,-152.43298,0.829,811,64,,0.583,0.211
106,House,15124,22,1,IN,100,0,1,"VISCLOSKY, Peter",V000108,1949,,-0.402,0.244,-331.54044,0.67795,853,163,,-0.51,0.574
106,House,29117,22,3,IN,100,0,1,"ROEMER, Timothy John",R000385,1956,,-0.165,0.229,-319.12318,0.689,858,142,,-0.155,0.213
106,House,29350,22,5,IN,200,0,1,"BUYER, Stephen Earle",B001203,1958,,0.435,0.192,-162.63894,0.823,834,76,,0.43,0.085
106,House,29518,22,2,IN,200,0,1,"McINTOSH, David Martin",M000481,1958,,0.576,0.008,-170.06858,0.759,617,59,,0.467,-0.006
106,House,29519,22,4,IN,200,0,1,"SOUDER, Mark Edward",S001143,1950,2022.0,0.435,-0.011,-212.63692,0.78,857,100,,0.464,-0.053
106,House,29520,22,8,IN,200,0,1,"HOSTETTLER, John Nathan",H000807,1961,,0.705,0.077,-245.1373,0.753,863,101,,0.772,0.01
106,House,29719,22,7,IN,200,0,1,"PEASE, Edward Allan",P000171,1951,,0.413,-0.129,-207.12012,0.788,871,94,,0.442,-0.214
106,House,29720,22,10,IN,100,0,1,"CARSON, Julia May",C000191,1938,2007.0,-0.464,-0.156,-154.40016,0.824,797,66,,-0.467,-0.248
106,House,29914,22,9,IN,100,0,1,"HILL, Baron P.",H001030,1953,,-0.121,0.137,-357.17093,0.66,861,174,,-0.241,0.339
106,House,14432,31,1,IA,200,0,1,"LEACH, James Albert Smith",L000169,1942,2024.0,0.141,-0.79,-214.53417,0.777,852,105,,0.168,-0.576
106,House,29118,31,2,IA,200,0,1,"NUSSLE, James Allen",N000172,1960,,0.417,-0.178,-216.27759,0.778,863,102,,0.382,-0.141
106,House,29521,31,4,IA,200,0,1,"GANSKE, Greg",G000041,1949,,0.239,-0.3,-323.78322,0.679,837,141,,0.167,-0.305
106,House,29522,31,5,IA,200,0,1,"LATHAM, Thomas",L000111,1948,,0.302,0.308,-209.69959,0.782,854,89,,0.399,0.033
106,House,29721,31,3,IA,100,0,1,"BOSWELL, Leonard L.",B000652,1934,2018.0,-0.238,0.289,-300.42222,0.704,857,139,,-0.181,0.265
106,House,29524,32,4,KS,200,0,1,"TIAHRT, Todd",T000260,1951,,0.449,0.341,-177.54958,0.812,853,78,,0.566,0.277
106,House,29722,32,1,KS,200,0,1,"MORAN, Jerry",M000934,1954,,0.413,0.222,-329.68942,0.68577,874,147,,0.429,0.345
106,House,29723,32,2,KS,200,0,1,"RYUN, Jim",R000566,1947,,0.547,0.267,-133.24791,0.857,862,51,,0.577,0.173
106,House,29915,32,3,KS,100,0,1,"MOORE, Dennis",M001140,1945,2021.0,-0.267,0.159,-294.31294,0.713,869,136,,-0.234,0.033
106,House,14854,51,5,KY,200,0,1,"ROGERS, Harold Dallas (Hal)",R000395,1937,,0.334,0.156,-137.57711,0.85295,865,52,,0.313,0.296
106,House,29352,51,2,KY,200,0,1,"LEWIS, Ron",L000293,1946,,0.418,0.417,-120.96491,0.87,871,42,,0.391,0.431
106,House,29525,51,1,KY,200,0,1,"WHITFIELD, Wayne Edward (Ed)",W000413,1943,,0.303,0.182,-163.97667,0.825,850,67,,0.312,0.078
106,House,29725,51,3,KY,200,0,1,"NORTHUP, Anne Meagher",N000143,1948,,0.335,-0.035,-154.67229,0.836,866,66,,0.321,-0.134
106,House,29916,51,4,KY,100,0,1,"LUCAS, Ken",L000558,1933,,-0.058,0.721,-249.23277,0.751,871,102,,-0.067,0.744
106,House,29917,51,6,KY,200,0,1,"FLETCHER, Ernest L.",F000441,1952,,0.285,0.273,-135.76121,0.854,861,47,,0.295,0.249
106,House,14469,45,1,LA,200,1,1,"LIVINGSTON, Robert Linlithgow, Jr.",L000371,1943,,0.326,0.109,,,,,,0.349,0.227
106,House,15401,45,6,LA,200,0,1,"BAKER, Richard Hugh",B000072,1948,,0.423,0.022,-156.91674,0.83,843,72,,0.349,0.103
106,House,15451,45,4,LA,200,0,1,"MCCRERY, James O., III",M000388,1949,,0.362,0.08,-177.09438,0.81,841,69,,0.348,0.013
106,House,29120,45,2,LA,100,0,1,"JEFFERSON, William Jennings",J000070,1947,,-0.424,0.242,-169.69362,0.795,740,61,,-0.374,0.156
106,House,29726,45,5,LA,200,0,1,"COOKSEY, John",C000735,1941,2022.0,0.334,0.014,-215.26961,0.757,774,83,,0.263,-0.099
106,House,29727,45,7,LA,100,0,1,"JOHN, Christopher",J000110,1960,,-0.12,0.735,-223.6659,0.766,838,86,,-0.126,0.682
106,House,29918,45,1,LA,200,2,2,"VITTER, David",V000127,1961,,0.495,0.323,-166.41587,0.8,747,64,,0.392,0.087
106,House,94679,45,3,LA,200,0,1,"TAUZIN, Wilbert Joseph (Billy)",T000058,1943,,0.341,0.16,-140.97844,0.846,845,53,,0.338,0.068
106,House,29528,2,2,ME,100,0,1,"BALDACCI, John Elias",B000081,1955,,-0.333,-0.001,-198.27665,0.794,859,77,,-0.343,0.071
106,House,29728,2,1,ME,100,0,1,"ALLEN, Thomas H.",A000357,1945,,-0.4,-0.105,-141.1197,0.849,861,50,,-0.406,-0.106
